"source_transaction_reference","source_account_id","direction","amount_original","currency_original","value_datetime","business_date","channel","transaction_type","counterparty_reference","counterparty_name","counterparty_country","source_merchant_id","source_device_id","ip_address","status_from_source"
"TXN-000018508","ACC-0000660","IN","928190.00","IDR","2026-04-11T21:56:02+07:00","2026-04-11","PAYMENT","MERCHANT_PAYMENT","EXT-4865029","Dra. Vina Setiawan","ID","MER-00010","DEV-000071","198.51.100.137","SETTLED"
"TXN-000019135","ACC-0000676","IN","386421.00","IDR","2026-04-11T09:59:16+07:00","2026-04-11","PAYMENT","MERCHANT_PAYMENT","EXT-2016152","Wahyu Halim","ID","MER-00062","DEV-000295","198.51.100.110","SETTLED"
"TXN-000000384","ACC-0000013","OUT","220566.00","IDR","2026-04-12T22:19:32+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-2370159","Hj. Vina Ramadhan","ID","","DEV-000490","203.0.113.194","SETTLED"
"TXN-000000540","ACC-0000016","OUT","5887.00","IDR","2026-04-12T13:53:55+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-7837547","Hj. Anggun Ramadhan","ID","","DEV-000013","203.0.113.14","SETTLED"
"TXN-000001979","ACC-0000067","OUT","91916.00","IDR","2026-04-12T16:16:18+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-6770707","Citra Siregar","ID","MER-00046","DEV-000126","203.0.113.118","SETTLED"
"TXN-000002152","ACC-0000071","IN","68501.00","IDR","2026-04-12T11:00:35+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-4550848","Hj. Vina Wijaya","ID","MER-00038","DEV-000252","203.0.113.123","SETTLED"
"TXN-000002311","ACC-0000079","OUT","219393.00","IDR","2026-04-12T12:29:12+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","","Dian Kusuma","ID","","","198.51.100.122","SETTLED"
"TXN-000002537","ACC-0000088","OUT","6012.00","IDR","2026-04-12T22:09:29+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-3568974","Indah Rina Hartono","ID","MER-00036","DEV-000149","203.0.113.236","SETTLED"
"TXN-000002883","ACC-0000098","OUT","9961.00","IDR","2026-04-12T12:14:23+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-7750994","Siti Umi Permana","ID","","DEV-000055","198.51.100.120","SETTLED"
"TXN-000002951","ACC-0000099","IN","349526.00","IDR","2026-04-12T17:49:56+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-8357351","Dian Suryadi","ID","","DEV-000313","203.0.113.83","SETTLED"
"TXN-000003422","ACC-0000116","OUT","43765.00","IDR","2026-04-12T20:09:28+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-1949277","Anggun Permana","ID","","DEV-000019","203.0.113.5","PENDING"
"TXN-000003520","ACC-0000119","OUT","153942.00","IDR","2026-04-12T08:49:45+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-3952671","Drs. Fajar Santoso","ID","","DEV-000482","203.0.113.22","SETTLED"
"TXN-000004280","ACC-0000149","IN","65692.00","IDR","2026-04-12T23:14:34+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-7280266","H. Nanda Saputra","ID","","DEV-000236","198.51.100.186","SETTLED"
"TXN-000004399","ACC-0000153","OUT","747095.00","IDR","2026-04-12T12:04:56+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-2175876","Cahya Kusuma","ID","MER-00066","DEV-000367","198.51.100.214","SETTLED"
"TXN-000005524","ACC-0000191","OUT","1462458.00","IDR","2026-04-12T23:50:15+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-2372594","Tono Kusuma","ID","","DEV-000036","198.51.100.59","SETTLED"
"TXN-000005563","ACC-0000192","IN","26027.00","IDR","2026-04-12T21:11:34+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-2313500","Drs. Bayu Pratama","ID","","DEV-000498","198.51.100.122","SETTLED"
"TXN-000005891","ACC-0000205","OUT","78837.00","IDR","2026-04-12T23:33:50+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-3552123","Drs. Oki Situmorang","ID","","DEV-000296","203.0.113.74","SETTLED"
"TXN-000006396","ACC-0000222","OUT","306346.00","IDR","2026-04-12T10:18:08+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-6223605","Nanda Bagus Santoso","ID","","DEV-000220","198.51.100.151","SETTLED"
"TXN-000006650","ACC-0000229","OUT","85042.00","IDR","2026-04-12T12:20:37+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-2330319","Adi Wijaya","ID","MER-00037","","198.51.100.69","SETTLED"
"TXN-000006727","ACC-0000231","IN","26430.00","IDR","2026-04-12T08:56:58+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-5398469","Ir. Hadi Gunawan","ID","MER-00031","DEV-000086","203.0.113.125","SETTLED"
"TXN-000007759","ACC-0000267","OUT","57089.00","IDR","12/04/2026 20:33","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-1436091","Ir. Iwan Bayu Ramadhan","ID","MER-00017","DEV-000333","203.0.113.32","SETTLED"
"TXN-000007968","ACC-0000273","IN","6740.00","IDR","2026-04-12T20:57:35+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-3496364","Wahyu Nanda Siregar","ID","","DEV-000188","198.51.100.250","SETTLED"
"TXN-000008022","ACC-0000274","OUT","33752.00","IDR","2026-04-12T11:58:32+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-6106835","Ir. Gilang Anggraini","ID","","","198.51.100.58","SETTLED"
"TXN-000008155","ACC-0000278","OUT","511345.00","IDR","2026-04-12T20:37:38+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-9717620","Yuda Gilang Maulana","ID","","DEV-000182","198.51.100.164","SETTLED"
"TXN-000008230","ACC-0000280","IN","17429.00","IDR","2026-04-12T14:51:42+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-1199608","Lestari Gunawan","ID","","DEV-000141","203.0.113.77","SETTLED"
"TXN-000008445","ACC-0000285","IN","144431.00","IDR","2026-04-12T12:43:41+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-7560145","Putri Hartono","ID","","DEV-000462","198.51.100.240","SETTLED"
"TXN-000008920","ACC-0000301","IN","136441.00","IDR","2026-04-12T17:44:06+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-1978062","Ayu Halim","ID","","DEV-000174","203.0.113.144","SETTLED"
"TXN-000009252","ACC-0000315","OUT","401639.00","IDR","2026-04-12T23:24:31+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-8472111","Drs. Hadi Setiawan","ID","","DEV-000163","198.51.100.209","SETTLED"
"TXN-000009798","ACC-0000333","OUT","10324.00","IDR","2026-04-12T15:50:37+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-8959789","Hj. Mega Santoso","ID","MER-00057","DEV-000289","198.51.100.134","SETTLED"
"TXN-000010070","ACC-0000341","OUT","490759.00","IDR","2026-04-12T20:21:08+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-1401601","Rina Hidayat","ID","","DEV-000303","198.51.100.101","SETTLED"
"TXN-000010187","ACC-0000344","OUT","41732.00","IDR","2026-04-12T12:45:29+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-9574173","Siti Umi Hartono","ID","","DEV-000419","198.51.100.67","SETTLED"
"TXN-000010624","ACC-0000355","OUT","258899.00","IDR","2026-04-12T18:32:25+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-2567925","Dian Bayu Suryadi","ID","MER-00020","DEV-000392","198.51.100.200","SETTLED"
"TXN-000011621","ACC-0000382","OUT","199944.00","IDR","2026-04-12T20:15:10+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-2250203","Iwan Saputra","ID","","DEV-000202","198.51.100.92","SETTLED"
"TXN-000011639","ACC-0000383","OUT","332555.00","IDR","2026-04-12T20:30:06+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-8778396","Ir. Gita Lubis","ID","MER-00041","DEV-000202","198.51.100.193","SETTLED"
"TXN-000012135","ACC-0000400","OUT","102234.00","IDR","2026-04-12T16:42:47+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-5752763","H. Hadi Hartono","ID","","DEV-000137","203.0.113.115","SETTLED"
"TXN-000012567","ACC-0000415","OUT","59538.00","IDR","2026-04-12T16:06:41+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-5580515","H. Bagus Iwan Pratama","ID","","DEV-000083","198.51.100.52","SETTLED"
"TXN-000012826","ACC-0000426","OUT","14308.00","IDR","2026-04-12T20:12:22+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-6782417","Ir. Bagus Nugroho","ID","","DEV-000199","198.51.100.4","SETTLED"
"TXN-000013133","ACC-0000440","OUT","12472.00","IDR","2026-04-12T14:42:08+07:00","2026-04-12","TOPUP","WALLET_TOPUP","","Eka Rahmat Ramadhan","ID","","DEV-000244","198.51.100.184","SETTLED"
"TXN-000013584","ACC-0000452","OUT","44926.00","IDR","2026-04-12T16:34:03+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-5022590","Ir. Rahmat Pratama","ID","","DEV-000134","198.51.100.194","SETTLED"
"TXN-000013702","ACC-0000455","OUT","57731.00","IDR","2026-04-12T18:24:03+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-2918827","Adi Hartono","ID","","DEV-000460","198.51.100.237","SETTLED"
"TXN-000013718","ACC-0000456","IN","44445.00","IDR","2026-04-12T12:19:18+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-7408542","Hj. Rina Pratama","ID","MER-00056","DEV-000484","198.51.100.153","SETTLED"
"TXN-000014018","ACC-0000463","OUT","17117.00","IDR","2026-04-12T11:51:09+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-3366549","Dra. Wulan Indah Gunawan","ID","","DEV-000215","198.51.100.197","SETTLED"
"TXN-000014146","ACC-0000467","OUT","23858.00","IDR","2026-04-12T10:17:28+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-9215176","Bayu Maulana","ID","","DEV-000326","203.0.113.86","SETTLED"
"TXN-000014187","ACC-0000468","OUT","48634.00","IDR","2026-04-12T19:17:44+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-1322137","Dra. Dewi Mega Hartono","ID","","DEV-000291","203.0.113.58","PENDING"
"TXN-000014438","ACC-0000476","OUT","271281.00","IDR","2026-04-12T14:49:49+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-4260693","Fajar Permana","ID","MER-00002","DEV-000073","203.0.113.136","SETTLED"
"TXN-000014750","ACC-0000486","OUT","275048.00","IDR","2026-04-12T21:13:11+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-2083869","Bagus Wahyu Setiawan","ID","","DEV-000334","203.0.113.165","SETTLED"
"TXN-000014880","ACC-0000489","IN","350223.00","IDR","2026-04-12T12:03:44+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-5512784","Bagus Hartono","ID","","DEV-000002","198.51.100.120","SETTLED"
"TXN-000015267","ACC-0000503","OUT","65366.00","IDR","2026-04-12T07:56:12+07:00","2026-04-12","PAYMENT","BILL_PAYMENT","EXT-8598787","Lestari Suryadi","ID","","DEV-000313","203.0.113.15","SETTLED"
"TXN-000015928","ACC-0000518","IN","36072.00","IDR","2026-04-12T20:59:58+07:00","2026-04-12","TRANSFER","P2P_TRANSFER","EXT-9621902","Siti Mega Maulana","ID","","DEV-000267","198.51.100.234","SETTLED"
"TXN-000016237","ACC-0000531","IN","241084.00","IDR","2026-04-12T21:09:29+07:00","2026-04-12","QRIS","MERCHANT_PAYMENT","EXT-3710837","Hj. Gita Wijaya","ID","MER-00058","DEV-000325","198.51.100.119","SETTLED"
"TXN-000016312","ACC-0000534","OUT","126184.00","IDR","2026-04-12T12:20:18+07:00","2026-04-12","TOPUP","WALLET_TOPUP","EXT-6076762","Ir. Dewi Anggraini","ID","","DEV-000184","198.51.100.20","SETTLED"
"TXN-000018748","ACC-0000666","IN","307626.00","IDR","2026-04-12T11:58:44+07:00","2026-04-12","PAYMENT","MERCHANT_PAYMENT","EXT-8126432","Mega Kusuma","ID","MER-00067","DEV-000185","203.0.113.187","SETTLED"
"TXN-000018748","ACC-0000666","IN","307626.00","IDR","2026-04-12T11:58:44+07:00","2026-04-12","PAYMENT","MERCHANT_PAYMENT","EXT-8126432","Mega Kusuma","ID","MER-00067","DEV-000185","203.0.113.187","SETTLED"
"TXN-000018815","ACC-0000668","IN","65978.00","IDR","2026-04-12T23:21:25+07:00","2026-04-12","PAYMENT","MERCHANT_PAYMENT","EXT-4256521","H. Bayu Hartono","ID","MER-00061","DEV-000409","198.51.100.236","SETTLED"
"TXN-000018867","ACC-0000670","IN","177376.00","IDR","2026-04-12T17:56:17+07:00","2026-04-12","PAYMENT","MERCHANT_PAYMENT","EXT-2655157","Dra. Citra Hartono","ID","MER-00011","DEV-000346","198.51.100.85","SETTLED"
"TXN-000019368","ACC-0000682","IN","4183740.00","IDR","2026-04-12T18:29:40+07:00","2026-04-12","PAYMENT","MERCHANT_PAYMENT","EXT-6084002","Ir. Siti Rina Hidayat","ID","MER-00036","DEV-000080","198.51.100.46","SETTLED"
"TXN-000000247","ACC-0000008","OUT","259321.00","IDR","2026-04-13T18:59:14+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-8952451","H. Oki Nanda Simatupang","ID","","DEV-000150","198.51.100.40","SETTLED"
"TXN-000000263","ACC-0000008","IN","65710.00","IDR","2026-04-13T16:09:43+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-4439175","Indah Citra Hidayat","ID","","DEV-000150","203.0.113.61","SETTLED"
"TXN-000000865","ACC-0000026","OUT","94773.00","IDR","2026-04-13T18:40:21+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-4149008","Eka Situmorang","ID","","","203.0.113.251","SETTLED"
"TXN-000000961","ACC-0000030","OUT","54563.00","IDR","2026-04-13T21:17:09+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-1071853","Kartika Simatupang","ID","","DEV-000356","198.51.100.139","SETTLED"
"TXN-000000995","ACC-0000030","IN","118519.00","IDR","2026-04-13T12:20:14+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-8825579","Dra. Rina Maulana","ID","MER-00009","DEV-000356","203.0.113.40","SETTLED"
"TXN-000001104","ACC-0000033","OUT","8431.00","IDR","2026-04-13T07:44:16+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-8212782","Ir. Bayu Suryadi","ID","","DEV-000052","198.51.100.5","SETTLED"
"TXN-000001322","ACC-0000043","IN","559128.00","IDR","2026-04-13T13:28:20+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-6085961","Hj. Zahra Kartika Pratama","ID","","DEV-000284","198.51.100.49","SETTLED"
"TXN-000001340","ACC-0000043","OUT","55593.00","IDR","2026-04-13T22:22:54+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-6247319","Ir. Lestari Permana","ID","","DEV-000284","198.51.100.27","SETTLED"
"TXN-000001743","ACC-0000058","OUT","59113.00","IDR","2026-04-13T08:42:22+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-1929737","Ir. Rina Simatupang","ID","MER-00033","DEV-000494","198.51.100.129","SETTLED"
"TXN-000001842","ACC-0000063","OUT","240159.00","IDR","2026-04-13T23:24:33+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-4166599","Anggun Setiawan","ID","","DEV-000114","203.0.113.71","SETTLED"
"TXN-000001923","ACC-0000066","IN","15083.00","IDR","2026-04-13T10:52:33+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-6138185","Drs. Rahmat Gilang Situmorang","ID","","DEV-000372","203.0.113.155","SETTLED"
"TXN-000002138","ACC-0000071","IN","53846.00","IDR","2026-04-13T18:35:56+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-9051002","Zahra Suryadi","ID","","DEV-000252","203.0.113.145","PENDING"
"TXN-000002157","ACC-0000071","OUT","99305.00","IDR","2026-04-13T13:28:41+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-5194838","Ir. Anggun Vina Anggraini","ID","","DEV-000252","203.0.113.122","SETTLED"
"TXN-000002180","ACC-0000074","IN","497714.00","IDR","2026-04-13T10:58:13+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-8346439","Indah Wijaya","ID","","DEV-000437","198.51.100.104","SETTLED"
"TXN-000002763","ACC-0000094","OUT","43863.00","IDR","2026-04-13T12:27:40+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-9148800","Iwan Bagus Anggraini","ID","","DEV-000487","203.0.113.53","SETTLED"
"TXN-000003064","ACC-0000102","OUT","21963.00","IDR","2026-04-13T20:53:53+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-1078911","Dra. Citra Setiawan","ID","","DEV-000384","203.0.113.127","SETTLED"
"TXN-000003102","ACC-0000104","IN","33887.00","IDR","2026-04-13T18:56:33+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-7426728","Rina Siregar","ID","","DEV-000387","203.0.113.2","SETTLED"
"TXN-000003629","ACC-0000124","OUT","111593.00","IDR","2026-04-13T17:31:37+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-8735364","Lestari Wijaya","ID","MER-00001","DEV-000262","198.51.100.226","SETTLED"
"TXN-000004021","ACC-0000138","OUT","146741.00","IDR","2026-04-13T14:31:24+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-8040947","Dra. Vina Suryadi","ID","","DEV-000457","203.0.113.183","SETTLED"
"TXN-000004142","ACC-0000147","OUT","70311.00","IDR","2026-04-13T12:50:33+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-5932239","Ir. Umi Siregar","ID","","DEV-000361","203.0.113.100","SETTLED"
"TXN-000004185","ACC-0000147","OUT","99647.00","IDR","2026-04-13T22:36:59+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-7382094","Indah Santoso","ID","","DEV-000361","203.0.113.12","SETTLED"
"TXN-000004227","ACC-0000148","OUT","22124.00","IDR","2026-04-13T11:17:34+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-6601655","Rahmat Cahya Gunawan","ID","","DEV-000042","198.51.100.162","SETTLED"
"TXN-000004284","ACC-0000149","OUT","10635.00","IDR","2026-04-13T13:21:14+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-5665601","Drs. Adi Hartono","ID","","DEV-000236","203.0.113.244","SETTLED"
"TXN-000004291","ACC-0000150","OUT","10352.00","IDR","2026-04-13T07:58:33+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-5252594","Ir. Nanda Adi Maulana","ID","","DEV-000236","198.51.100.142","SETTLED"
"TXN-000004329","ACC-0000151","IN","102363.00","IDR","2026-04-13T21:39:49+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-6574551","Zahra Halim","ID","","DEV-000380","203.0.113.46","SETTLED"
"TXN-000004371","ACC-0000152","IN","1260871.00","IDR","2026-04-13T13:45:14+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-5580397","H. Fajar Pratama","ID","","DEV-000484","198.51.100.124","SETTLED"
"TXN-000004723","ACC-0000163","IN","34183.00","IDR","2026-04-13T12:51:23+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-5786388","Tono Bagus Wijaya","ID","","DEV-000029","203.0.113.93","SETTLED"
"TXN-000004959","ACC-0000172","OUT","726717.00","IDR","2026-04-13T11:08:30+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-5338770","Ir. Mega Ayu Lubis","ID","","DEV-000160","198.51.100.55","SETTLED"
"TXN-000004982","ACC-0000174","OUT","217880.00","IDR","2026-04-13T09:46:07+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-7344528","Eka Iwan Suryadi","ID","","DEV-000049","198.51.100.68","PENDING"
"TXN-000005267","ACC-0000184","OUT","40389.00","IDR","2026-04-13T10:58:14+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-4093850","Drs. Bayu Eka Ramadhan","ID","","DEV-000017","198.51.100.30","SETTLED"
"TXN-000006223","ACC-0000216","OUT","125910.00","IDR","2026-04-13T13:21:05+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-4747584","Drs. Bayu Maulana","ID","MER-00061","DEV-000421","203.0.113.57","SETTLED"
"TXN-000006224","ACC-0000216","IN","146939.00","IDR","2026-04-13T23:46:44+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-8842292","Kartika Pratama","ID","","","198.51.100.9","SETTLED"
"TXN-000006381","ACC-0000221","IN","147981.00","IDR","2026-04-13T20:08:36+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-4829489","Tono Hadi Maulana","ID","MER-00010","DEV-000220","203.0.113.144","SETTLED"
"TXN-000006621","ACC-0000227","OUT","27906.00","IDR","2026-04-13T11:38:44+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-5739854","Hj. Anggun Siti Ramadhan","ID","","DEV-000086","203.0.113.54","SETTLED"
"TXN-000006640","ACC-0000228","OUT","284407.00","IDR","2026-04-13T06:59:46+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-6951013","Drs. Adi Wahyu Ramadhan","ID","","DEV-000419","198.51.100.20","SETTLED"
"TXN-000007429","ACC-0000256","IN","41550.00","IDR","2026-04-13T15:02:25+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-4936397","Dra. Citra Rina Wijaya","ID","MER-00042","DEV-000261","198.51.100.55","SETTLED"
"TXN-000008129","ACC-0000278","OUT","163886.00","IDR","2026-04-13T18:07:40+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-5553779","Hj. Mega Lestari Suryadi","ID","","DEV-000182","203.0.113.70","SETTLED"
"TXN-000008384","ACC-0000284","OUT","68428.00","IDR","2026-04-13T07:57:32+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-3112082","Adi Lubis","ID","MER-00024","DEV-000433","198.51.100.239","SETTLED"
"TXN-000008994","ACC-0000305","OUT","158449.00","IDR","2026-04-13T11:53:17+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-3662374","Ir. Bagus Siregar","ID","","DEV-000358","198.51.100.71","SETTLED"
"TXN-000009218","ACC-0000313","OUT","11600.00","IDR","2026-04-13T17:12:44+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-5213295","Anggun Nugroho","ID","","DEV-000259","198.51.100.26","SETTLED"
"TXN-000009512","ACC-0000323","IN","49519.00","IDR","2026-04-13T20:26:23+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-7871069","Dra. Wulan Gita Saputra","ID","","DEV-000279","198.51.100.78","SETTLED"
"TXN-000009560","ACC-0000324","IN","191246.00","IDR","2026-04-13T07:43:08+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-9382091","Fajar Setiawan","ID","","DEV-000135","198.51.100.58","SETTLED"
"TXN-000009670","ACC-0000329","OUT","760637.00","IDR","2026-04-13T12:23:55+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-5127311","Citra Rina Anggraini","ID","","","198.51.100.43","SETTLED"
"TXN-000009871","ACC-0000335","OUT","146285.00","IDR","2026-04-13T09:07:27+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-1894608","Umi Halim","ID","","DEV-000088","198.51.100.187","SETTLED"
"TXN-000009931","ACC-0000337","OUT","72003.00","IDR","2026-04-13T12:13:36+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-5907694","Dra. Dewi Santoso","ID","","DEV-000280","198.51.100.250","SETTLED"
"TXN-000010362","ACC-0000349","OUT","235876.00","IDR","2026-04-13T23:49:07+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-8763060","Hj. Putri Saputra","ID","","DEV-000057","198.51.100.189","SETTLED"
"TXN-000010442","ACC-0000351","OUT","226119.00","IDR","2026-04-13T19:14:36+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-3806892","Mega Putri Pratama","ID","MER-00066","DEV-000048","198.51.100.65","SETTLED"
"TXN-000010487","ACC-0000352","OUT","131529.00","IDR","13/04/2026 15:51","2026-04-13","TOPUP","WALLET_TOPUP","EXT-6595879","Dra. Kartika Saputra","ID","","DEV-000370","198.51.100.179","SETTLED"
"TXN-000010738","ACC-0000358","OUT","69068.00","IDR","2026-04-13T16:31:17+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-8340679","Ir. Rahmat Setiawan","ID","MER-00012","DEV-000328","198.51.100.90","SETTLED"
"TXN-000010739","ACC-0000358","IN","9394.00","IDR","2026-04-13T17:36:15+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-6455731","Putri Hartono","ID","","DEV-000328","198.51.100.231","SETTLED"
"TXN-000010841","ACC-0000361","OUT","77448.00","IDR","2026-04-13T18:29:21+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-1776129","Ir. Eka Wijaya","ID","","DEV-000336","203.0.113.244","SETTLED"
"TXN-000011450","ACC-0000378","OUT","22516.00","IDR","2026-04-13T07:08:42+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-9844544","H. Adi Situmorang","ID","","DEV-000246","198.51.100.48","SETTLED"
"TXN-000011663","ACC-0000385","OUT","160592.00","IDR","2026-04-13T20:32:06+07:00","2026-04-13","QRIS","MERCHANT_PAYMENT","EXT-5020915","Zahra Setiawan","ID","MER-00013","DEV-000424","198.51.100.112","SETTLED"
"TXN-000012055","ACC-0000396","OUT","28189.00","IDR","2026-04-13T18:37:58+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","","Dra. Rina Kusuma","ID","","DEV-000469","198.51.100.98","SETTLED"
"TXN-000012093","ACC-0000399","OUT","25528.00","IDR","2026-04-13T11:33:59+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-9428530","Wulan Permana","ID","","DEV-000404","198.51.100.32","SETTLED"
"TXN-000012169","ACC-0000401","IN","17032.00","IDR","2026-04-13T12:49:24+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-4891506","Mega Nugroho","ID","","","198.51.100.233","SETTLED"
"TXN-000012266","ACC-0000404","OUT","37864.00","IDR","2026-04-13T11:00:16+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-2458686","Ir. Mega Zahra Setiawan","ID","","DEV-000192","198.51.100.133","SETTLED"
"TXN-000012358","ACC-0000407","OUT","25946.00","IDR","2026-04-13T11:01:11+07:00","2026-04-13","TRANSFER","P2P_TRANSFER","EXT-8950461","Dra. Zahra Nugroho","ID","","DEV-000347","203.0.113.37","SETTLED"
"TXN-000012453","ACC-0000413","OUT","27830.00","IDR","2026-04-13T22:40:59+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-7242904","Rina Hartono","ID","","DEV-000489","198.51.100.155","SETTLED"
"TXN-000013120","ACC-0000438","OUT","406589.00","IDR","2026-04-13T19:29:17+07:00","2026-04-13","TOPUP","WALLET_TOPUP","EXT-7257802","Dra. Vina Pratama","ID","","DEV-000274","203.0.113.11","SETTLED"
"TXN-000013125","ACC-0000440","IN","44828.00","IDR","2026-04-13T18:18:46+07:00","2026-04-13","PAYMENT","BILL_PAYMENT","EXT-4562982","Vina Hidayat","ID","","DEV-000244","198.51.100.61","SETTLED"
