"source_transaction_reference","source_account_id","direction","amount_original","currency_original","value_datetime","business_date","channel","transaction_type","counterparty_reference","counterparty_name","counterparty_country","source_merchant_id","source_device_id","ip_address","status_from_source"
"TXN-000001543","ACC-0000045","OUT","134910.00","IDR","2026-05-24T19:45:54+07:00","2026-05-24","PAYMENT","BILL_PAYMENT","EXT-7220354","Iwan Anggraini","ID","","DEV-000095","198.51.100.109","SETTLED"
"TXN-000001641","ACC-0000051","OUT","65606.00","IDR","2026-05-24T21:04:58+07:00","2026-05-24","QRIS","MERCHANT_PAYMENT","EXT-8451483","Dra. Ayu Wijaya","ID","MER-00008","DEV-000054","203.0.113.175","SETTLED"
"TXN-000002203","ACC-0000070","IN","168282.00","IDR","2026-05-24T17:07:26+07:00","2026-05-24","TRANSFER","P2P_TRANSFER","EXT-8136066","Rahmat Wahyu Situmorang","ID","","DEV-000020","203.0.113.7","SETTLED"
"TXN-000002222","ACC-0000071","OUT","23470.00","IDR","2026-05-24T21:17:49+07:00","2026-05-24","QRIS","MERCHANT_PAYMENT","EXT-8794764","Lestari Gunawan","ID","MER-00002","DEV-000039","203.0.113.6","SETTLED"
"TXN-000002701","ACC-0000087","OUT","37369.00","IDR","2026-05-24T16:33:40+07:00","2026-05-24","QRIS","MERCHANT_PAYMENT","EXT-5917945","Dra. Anggun Kusuma","ID","MER-00001","DEV-000094","203.0.113.151","SETTLED"
"TXN-000003207","ACC-0000101","OUT","39374.00","IDR","2026-05-24T11:35:15+07:00","2026-05-24","QRIS","MERCHANT_PAYMENT","EXT-7559296","Rina Rina Permana","ID","MER-00011","","203.0.113.21","SETTLED"
"TXN-000003580","ACC-0000126","IN","334576.00","IDR","2026-05-24T20:22:07+07:00","2026-05-24","PAYMENT","MERCHANT_PAYMENT","EXT-8078489","Eka Pratama","ID","MER-00003","DEV-000038","198.51.100.173","SETTLED"
"TXN-000000057","ACC-0000002","OUT","9251.00","IDR","2026-05-25T20:29:31+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-4862717","Drs. Rahmat Pratama","ID","MER-00001","DEV-000017","198.51.100.134","SETTLED"
"TXN-000000067","ACC-0000002","OUT","58940.00","IDR","2026-05-25T18:03:33+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-1778399","Kartika Setiawan","ID","","DEV-000017","203.0.113.86","SETTLED"
"TXN-000000128","ACC-0000005","OUT","9773.00","IDR","2026-05-25T12:45:09+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","","Dewi Hartono","ID","MER-00012","DEV-000082","198.51.100.199","SETTLED"
"TXN-000000209","ACC-0000007","OUT","446395.00","IDR","2026-05-25T18:46:49+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-4787936","Ir. Ayu Wijaya","ID","","DEV-000042","198.51.100.228","SETTLED"
"TXN-000000326","ACC-0000011","IN","334948.00","IDR","2026-05-25T10:17:51+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-4298954","Drs. Nanda Wijaya","ID","","DEV-000084","198.51.100.94","SETTLED"
"TXN-000000329","ACC-0000010","OUT","108922.00","IDR","2026-05-25T20:57:23+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-3079754","Vina Setiawan","ID","","","198.51.100.76","SETTLED"
"TXN-000000331","ACC-0000011","OUT","33685.00","IDR","2026-05-25T14:30:30+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-3372446","Dra. Gita Pratama","ID","MER-00009","DEV-000084","198.51.100.39","SETTLED"
"TXN-000000495","ACC-0000015","OUT","16038.00","IDR","2026-05-25T12:31:44+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-9564918","Rina Gunawan","ID","MER-00001","DEV-000063","198.51.100.150","SETTLED"
"TXN-000000584","ACC-0000016","OUT","97263.00","IDR","2026-05-25T13:23:40+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-7053964","Rina Siregar","ID","","DEV-000046","198.51.100.207","SETTLED"
"TXN-000000800","ACC-0000023","OUT","97259.00","IDR","2026-05-25T08:45:55+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-6827631","Siti Santoso","ID","","DEV-000086","198.51.100.236","SETTLED"
"TXN-000000835","ACC-0000023","OUT","11733.00","IDR","2026-05-25T13:24:49+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-1959926","Hadi Simatupang","ID","","DEV-000086","198.51.100.112","SETTLED"
"TXN-000000890","ACC-0000024","OUT","58080.00","IDR","2026-05-25T20:00:16+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-6387632","Indah Anggun Pratama","ID","","DEV-000025","198.51.100.73","SETTLED"
"TXN-000001001","ACC-0000027","OUT","37798.00","IDR","2026-05-25T14:08:12+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-8159960","Adi Simatupang","ID","","DEV-000014","203.0.113.13","SETTLED"
"TXN-000001004","ACC-0000027","OUT","57250.00","IDR","2026-05-25T09:09:22+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-5236706","Zahra Maulana","ID","","DEV-000014","203.0.113.55","SETTLED"
"TXN-000001036","ACC-0000029","IN","28651.00","IDR","2026-05-25T20:31:56+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-3677495","Yuda Halim","ID","","DEV-000028","198.51.100.253","SETTLED"
"TXN-000001113","ACC-0000031","IN","43739.00","IDR","2026-05-25T17:28:32+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-2950551","Ir. Gilang Maulana","ID","MER-00011","DEV-000026","203.0.113.160","SETTLED"
"TXN-000001156","ACC-0000031","IN","124590.00","IDR","2026-05-25T09:35:08+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-2453275","Nanda Saputra","ID","MER-00011","DEV-000026","198.51.100.208","SETTLED"
"TXN-000001164","ACC-0000031","OUT","1121018.00","IDR","2026-05-25T21:22:42+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-6530541","Dewi Wulan Wijaya","ID","","DEV-000026","203.0.113.101","SETTLED"
"TXN-000001173","ACC-0000031","OUT","185417.00","IDR","2026-05-25T09:37:12+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-6173163","Ir. Rina Santoso","ID","","DEV-000026","203.0.113.28","PENDING"
"TXN-000001233","ACC-0000034","OUT","362617.00","IDR","2026-05-25T19:13:24+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-3471756","Ir. Citra Saputra","ID","","","198.51.100.88","SETTLED"
"TXN-000001233","ACC-0000034","OUT","362617.00","IDR","2026-05-25T19:13:24+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-3471756","Ir. Citra Saputra","ID","","","198.51.100.88","SETTLED"
"TXN-000001238","ACC-0000034","OUT","361904.00","IDR","2026-05-25T11:03:09+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-1242402","Gita Kusuma","ID","","DEV-000083","198.51.100.150","SETTLED"
"TXN-000001241","ACC-0000034","OUT","157847.00","IDR","2026-05-25T23:35:40+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-8980195","Ir. Anggun Mega Kusuma","ID","MER-00003","DEV-000083","198.51.100.197","SETTLED"
"TXN-000001264","ACC-0000033","OUT","219729.00","IDR","2026-05-25T08:02:53+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-2561989","Citra Wijaya","ID","","DEV-000083","198.51.100.211","SETTLED"
"TXN-000001272","ACC-0000035","OUT","20215.00","IDR","2026-05-25T21:05:02+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-3103956","Ir. Adi Saputra","ID","MER-00004","DEV-000098","203.0.113.147","SETTLED"
"TXN-000001300","ACC-0000035","OUT","66782.00","IDR","2026-05-25T22:24:14+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-5488860","Umi Setiawan","ID","","DEV-000098","203.0.113.74","SETTLED"
"TXN-000001351","ACC-0000040","OUT","154094.00","IDR","2026-05-25T19:41:46+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-1210682","Dian Kusuma","ID","","DEV-000051","203.0.113.10","SETTLED"
"TXN-000001412","ACC-0000042","OUT","259242.00","IDR","2026-05-25T19:08:31+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-6456627","Hj. Vina Suryadi","ID","","DEV-000065","198.51.100.248","SETTLED"
"TXN-000001523","ACC-0000045","OUT","148522.00","IDR","2026-05-25T19:46:43+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-5889726","Mega Setiawan","ID","","DEV-000095","203.0.113.98","SETTLED"
"TXN-000001672","ACC-0000052","IN","50415.00","IDR","2026-05-25T16:59:28+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-5594664","Lestari Gunawan","ID","","DEV-000093","198.51.100.252","SETTLED"
"TXN-000001753","ACC-0000055","OUT","48213.00","IDR","2026-05-25T18:29:22+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-6690565","Kartika Hidayat","ID","","DEV-000022","198.51.100.95","SETTLED"
"TXN-000001776","ACC-0000055","IN","36730.00","IDR","2026-05-25T20:15:53+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-7857859","H. Gilang Setiawan","ID","","DEV-000070","198.51.100.244","SETTLED"
"TXN-000001836","ACC-0000057","OUT","121529.00","IDR","2026-05-25T20:34:19+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-3956503","Hj. Dewi Siregar","ID","","DEV-000074","198.51.100.111","SETTLED"
"TXN-000001849","ACC-0000057","OUT","364832.00","IDR","2026-05-25T07:19:54+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-4562626","Wahyu Nugroho","ID","","DEV-000074","198.51.100.78","SETTLED"
"TXN-000001960","ACC-0000062","IN","45381.00","IDR","2026-05-25T20:39:45+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-8099701","Hadi Suryadi","ID","MER-00009","DEV-000035","198.51.100.56","SETTLED"
"TXN-000002234","ACC-0000074","OUT","32384.00","IDR","2026-05-25T09:56:15+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-2631858","Ir. Dian Siregar","ID","MER-00011","DEV-000088","198.51.100.156","SETTLED"
"TXN-000002247","ACC-0000075","OUT","41467.00","IDR","2026-05-25T07:40:45+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-6974990","Zahra Saputra","ID","","DEV-000094","198.51.100.191","SETTLED"
"TXN-000002258","ACC-0000075","OUT","108926.00","IDR","2026-05-25T19:15:10+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-8103973","Yuda Anggraini","ID","","DEV-000094","203.0.113.65","SETTLED"
"TXN-000002272","ACC-0000075","IN","40351.00","IDR","2026-05-25T11:29:25+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-6528353","Drs. Rahmat Gunawan","ID","","DEV-000094","198.51.100.158","SETTLED"
"TXN-000002327","ACC-0000077","IN","44376.00","IDR","2026-05-25T11:00:17+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-7387852","Kartika Pratama","ID","","DEV-000078","198.51.100.97","SETTLED"
"TXN-000002398","ACC-0000079","OUT","116212.00","IDR","2026-05-25T06:11:36+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-8701900","Ir. Fajar Lubis","ID","MER-00015","DEV-000057","198.51.100.167","REVERSED"
"TXN-000002513","ACC-0000082","OUT","129253.00","IDR","2026-05-25T12:27:06+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-4246865","Oki Saputra","ID","","DEV-000010","203.0.113.2","SETTLED"
"TXN-000002521","ACC-0000083","OUT","119399.00","IDR","2026-05-25T12:29:45+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-3486478","Wahyu Nanda Santoso","ID","","DEV-000092","198.51.100.24","SETTLED"
"TXN-000002792","ACC-0000090","OUT","423831.00","IDR","2026-05-25T09:02:45+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-9175769","Ayu Pratama","ID","","DEV-000079","198.51.100.200","SETTLED"
"TXN-000002912","ACC-0000093","IN","22803.00","IDR","2026-05-25T19:19:33+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-3262910","Hj. Zahra Umi Halim","ID","","DEV-000100","203.0.113.212","SETTLED"
"TXN-000002932","ACC-0000094","IN","56215.00","IDR","2026-05-25T13:32:11+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-2675338","Bagus Hartono","ID","","DEV-000089","203.0.113.225","SETTLED"
"TXN-000003005","ACC-0000096","OUT","12191.00","IDR","2026-05-25T08:50:43+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","","Kartika Nugroho","ID","MER-00011","DEV-000058","203.0.113.145","SETTLED"
"TXN-000003079","ACC-0000097","OUT","39576.00","IDR","2026-05-25T07:14:50+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-7272447","Dra. Lestari Suryadi","ID","","DEV-000018","198.51.100.195","SETTLED"
"TXN-000003131","ACC-0000099","OUT","475652.00","IDR","2026-05-25T13:37:39+07:00","2026-05-25","TRANSFER","P2P_TRANSFER","EXT-7850379","Wahyu Hadi Lubis","ID","","DEV-000077","198.51.100.137","SETTLED"
"TXN-000003248","ACC-0000101","OUT","52774.00","IDR","2026-05-25T10:14:57+07:00","2026-05-25","TOPUP","WALLET_TOPUP","EXT-7906062","Gilang Dian Saputra","ID","","DEV-000064","203.0.113.182","SETTLED"
"TXN-000003256","ACC-0000102","OUT","70374.00","IDR","2026-05-25T18:33:46+07:00","2026-05-25","PAYMENT","BILL_PAYMENT","EXT-6529302","Drs. Oki Hartono","ID","","DEV-000012","203.0.113.204","SETTLED"
"TXN-000003385","ACC-0000106","OUT","16403.00","IDR","2026-05-25T15:14:44+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-2249783","Vina Permana","ID","MER-00012","DEV-000034","198.51.100.118","SETTLED"
"TXN-000003435","ACC-0000107","IN","103287.00","IDR","2026-05-25T20:10:57+07:00","2026-05-25","QRIS","MERCHANT_PAYMENT","EXT-1842237","Dra. Wulan Gunawan","ID","MER-00013","","198.51.100.142","SETTLED"
"TXN-000003536","ACC-0000122","IN","251805.00","IDR","2026-05-25T16:39:01+07:00","2026-05-25","PAYMENT","MERCHANT_PAYMENT","EXT-2095356","Drs. Joko Setiawan","ID","MER-00004","DEV-000064","198.51.100.24","SETTLED"
"TXN-000003619","ACC-0000127","IN","805346.00","IDR","2026-05-25T07:44:25+07:00","2026-05-25","PAYMENT","MERCHANT_PAYMENT","EXT-9276702","Eka Saputra","ID","MER-00001","DEV-000009","203.0.113.126","SETTLED"
"TXN-000003656","ACC-0000128","IN","838467.00","IDR","2026-05-25T11:56:15+07:00","2026-05-25","PAYMENT","MERCHANT_PAYMENT","EXT-4553358","Drs. Tono Saputra","ID","MER-00012","DEV-000044","198.51.100.39","SETTLED"
"TXN-000000023","ACC-0000002","OUT","200143.00","IDR","2026-05-26T09:16:46+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","","Vina Siregar","ID","","DEV-000017","198.51.100.14","SETTLED"
"TXN-000000048","ACC-0000002","OUT","13922.00","IDR","2026-05-26T15:36:16+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","EXT-1609916","Oki Ramadhan","ID","","DEV-000017","198.51.100.101","SETTLED"
"TXN-000000150","ACC-0000005","OUT","90774.00","IDR","2026-05-26T12:41:03+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","EXT-6863321","Rahmat Santoso","ID","","DEV-000053","198.51.100.96","SETTLED"
"TXN-000000161","ACC-0000006","IN","18108.00","IDR","2026-05-26T10:51:14+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-7153619","H. Dian Maulana","ID","","DEV-000016","198.51.100.145","SETTLED"
"TXN-000000213","ACC-0000007","IN","116150.00","IDR","2026-05-26T11:56:30+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","EXT-8646152","Rina Situmorang","ID","","DEV-000048","198.51.100.98","SETTLED"
"TXN-000000258","ACC-0000008","IN","8981.00","IDR","2026-05-26T15:20:55+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","EXT-9078712","Umi Hidayat","ID","","DEV-000061","203.0.113.94","SETTLED"
"TXN-000000259","ACC-0000008","OUT","105498.00","IDR","2026-05-26T20:40:37+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-7355715","Sari Hartono","ID","MER-00007","DEV-000061","198.51.100.244","SETTLED"
"TXN-000000276","ACC-0000008","OUT","2878.00","IDR","2026-05-26T22:06:56+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-3046169","H. Wahyu Situmorang","ID","MER-00008","DEV-000061","198.51.100.18","SETTLED"
"TXN-000000428","ACC-0000014","IN","221717.00","IDR","2026-05-26T20:22:19+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-5456734","Yuda Hartono","ID","","DEV-000081","198.51.100.189","SETTLED"
"TXN-000000428","ACC-0000014","IN","221717.00","IDR","2026-05-26T20:22:19+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-5456734","Yuda Hartono","ID","","DEV-000081","198.51.100.189","SETTLED"
"TXN-000000501","ACC-0000015","IN","147719.00","IDR","2026-05-26T07:07:20+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-3118310","Zahra Santoso","ID","","DEV-000063","198.51.100.201","SETTLED"
"TXN-000000605","ACC-0000017","OUT","50254.00","IDR","2026-05-26T21:37:54+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-5753325","Ir. Wahyu Tono Simatupang","ID","MER-00001","DEV-000060","198.51.100.176","SETTLED"
"TXN-000000622","ACC-0000018","OUT","98516.00","IDR","2026-05-26T07:00:19+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-6394625","Iwan Anggraini","ID","","DEV-000032","198.51.100.1","SETTLED"
"TXN-000000622","ACC-0000018","OUT","98516.00","IDR","2026-05-26T07:00:19+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-6394625","Iwan Anggraini","ID","","DEV-000032","198.51.100.1","SETTLED"
"TXN-000000680","ACC-0000020","IN","299042.00","IDR","2026-05-26T22:39:13+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-6286290","Hj. Zahra Kusuma","ID","MER-00014","DEV-000068","198.51.100.41","SETTLED"
"TXN-000000847","ACC-0000023","IN","348157.00","IDR","2026-05-26T19:47:36+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-1803585","Sari Situmorang","ID","","DEV-000086","203.0.113.180","SETTLED"
"TXN-000000920","ACC-0000025","IN","20586.00","IDR","2026-05-26T12:57:35+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-5361964","Rina Wijaya","ID","MER-00003","DEV-000016","198.51.100.226","SETTLED"
"TXN-000000991","ACC-0000027","OUT","61291.00","IDR","2026-05-26T19:30:16+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","EXT-7032080","Kartika Saputra","ID","","DEV-000014","198.51.100.48","SETTLED"
"TXN-000000999","ACC-0000027","OUT","38743.00","IDR","2026-05-26T17:20:14+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-2228853","Dra. Mega Halim","ID","","DEV-000014","198.51.100.220","SETTLED"
"TXN-000001090","ACC-0000030","IN","23209.00","IDR","2026-05-26T13:31:05+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-4308284","Cahya Setiawan","ID","","DEV-000091","203.0.113.103","SETTLED"
"TXN-000001154","ACC-0000031","OUT","115676.00","IDR","2026-05-26T13:29:02+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","EXT-8923153","Hj. Siti Mega Nugroho","ID","","DEV-000026","198.51.100.76","SETTLED"
"TXN-000001227","ACC-0000033","IN","125552.00","IDR","2026-05-26T11:17:55+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-8436895","Eka Situmorang","ID","MER-00005","DEV-000083","203.0.113.242","SETTLED"
"TXN-000001245","ACC-0000033","OUT","100377.00","IDR","2026-05-26T08:25:19+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-5598107","Vina Putri Halim","ID","","DEV-000083","198.51.100.193","SETTLED"
"TXN-000001353","ACC-0000040","IN","1313101.00","IDR","2026-05-26T20:43:30+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","EXT-8639742","Yuda Suryadi","ID","","","198.51.100.245","SETTLED"
"TXN-000001443","ACC-0000043","IN","23123.00","IDR","2026-05-26T18:03:59+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","EXT-1473338","Hj. Siti Hidayat","ID","","DEV-000031","203.0.113.115","SETTLED"
"TXN-000001463","ACC-0000043","IN","87467.00","IDR","2026-05-26T20:53:21+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-8953514","Hj. Kartika Wulan Suryadi","ID","MER-00010","DEV-000031","198.51.100.16","SETTLED"
"TXN-000001510","ACC-0000044","OUT","170531.00","IDR","2026-05-26T07:55:08+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-6316672","Sari Umi Nugroho","ID","","DEV-000099","198.51.100.128","SETTLED"
"TXN-000001706","ACC-0000053","OUT","153768.00","IDR","2026-05-26T09:41:42+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-3435167","Mega Kusuma","ID","MER-00011","DEV-000038","198.51.100.15","SETTLED"
"TXN-000001783","ACC-0000055","OUT","685681.00","IDR","2026-05-26T18:34:10+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-5130240","Wulan Simatupang","ID","MER-00006","DEV-000022","198.51.100.133","SETTLED"
"TXN-000001810","ACC-0000056","OUT","1479094.00","IDR","2026-05-26T18:47:24+07:00","2026-05-26","TRANSFER","P2P_TRANSFER","EXT-9299335","Cahya Anggraini","ID","","DEV-000024","198.51.100.237","SETTLED"
"TXN-000001856","ACC-0000057","OUT","53406.00","IDR","2026-05-26T06:21:42+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-1779406","Hj. Rina Gunawan","ID","","DEV-000074","198.51.100.226","SETTLED"
"TXN-000001875","ACC-0000058","OUT","587141.00","IDR","2026-05-26T17:19:08+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-3067624","Oki Eka Suryadi","ID","","DEV-000100","203.0.113.66","SETTLED"
"TXN-000001911","ACC-0000058","OUT","12109.00","IDR","2026-05-26T11:55:43+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-6009676","H. Tono Hartono","ID","MER-00008","DEV-000100","203.0.113.140","SETTLED"
"TXN-000001928","ACC-0000061","OUT","210129.00","IDR","2026-05-26T09:31:44+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-5686885","Tono Oki Wijaya","ID","","","198.51.100.205","SETTLED"
"TXN-000002128","ACC-0000068","IN","93028.00","IDR","2026-05-26T21:28:06+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-3497829","Dra. Indah Hidayat","ID","","DEV-000080","198.51.100.249","SETTLED"
"TXN-000002128","ACC-0000068","IN","93028.00","IDR","2026-05-26T21:28:06+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-3497829","Dra. Indah Hidayat","ID","","DEV-000080","198.51.100.249","SETTLED"
"TXN-000002160","ACC-0000070","IN","209675.00","IDR","2026-05-26T17:42:57+07:00","2026-05-26","QRIS","MERCHANT_PAYMENT","EXT-9649151","H. Joko Pratama","ID","MER-00006","DEV-000020","198.51.100.169","SETTLED"
"TXN-000002414","ACC-0000080","OUT","35883.00","IDR","2026-05-26T21:44:13+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-6468873","Eka Nugroho","ID","","DEV-000038","198.51.100.64","SETTLED"
"TXN-000002461","ACC-0000081","OUT","13421.00","IDR","2026-05-26T20:56:38+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-4613248","Bayu Saputra","ID","","DEV-000043","203.0.113.192","SETTLED"
"TXN-000002547","ACC-0000083","OUT","18768.00","IDR","2026-05-26T08:22:56+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-3712430","Vina Kusuma","ID","","DEV-000092","203.0.113.122","SETTLED"
"TXN-000003119","ACC-0000099","OUT","163082.00","IDR","2026-05-26T18:04:16+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-7226325","Ir. Wulan Situmorang","ID","","DEV-000077","198.51.100.180","SETTLED"
"TXN-000003232","ACC-0000101","OUT","66416.00","IDR","2026-05-26T19:42:41+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-2955822","Dra. Dewi Wulan Suryadi","ID","","DEV-000064","203.0.113.221","SETTLED"
"TXN-000003246","ACC-0000101","OUT","196522.00","IDR","2026-05-26T22:20:32+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-9206384","Ir. Siti Situmorang","ID","","DEV-000064","198.51.100.11","SETTLED"
"TXN-000003432","ACC-0000107","OUT","73558.00","IDR","2026-05-26T22:56:03+07:00","2026-05-26","PAYMENT","BILL_PAYMENT","EXT-8451769","Oki Situmorang","ID","","DEV-000003","198.51.100.159","SETTLED"
"TXN-000003440","ACC-0000107","OUT","88285.00","IDR","2026-05-26T08:28:14+07:00","2026-05-26","TOPUP","WALLET_TOPUP","EXT-7811626","Yuda Lubis","ID","","DEV-000003","198.51.100.232","SETTLED"
"TXN-000003721","ACC-0000129","IN","221376.00","IDR","2026-05-26T15:11:55+07:00","2026-05-26","PAYMENT","MERCHANT_PAYMENT","EXT-6539554","Dewi Hartono","ID","MER-00002","DEV-000019","198.51.100.233","SETTLED"
"TXN-000003819","ACC-0000131","IN","99509.00","IDR","2026-05-26T17:11:48+07:00","2026-05-26","PAYMENT","MERCHANT_PAYMENT","EXT-9992396","Dewi Hidayat","ID","MER-00009","DEV-000058","203.0.113.36","SETTLED"
"TXN-000003839","ACC-0000131","IN","103856.00","IDR","2026-05-26T14:06:56+07:00","2026-05-26","PAYMENT","MERCHANT_PAYMENT","EXT-9367407","Ir. Wahyu Wijaya","ID","MER-00006","DEV-000058","203.0.113.184","SETTLED"
"TXN-000003899","ACC-0000134","IN","722151.00","IDR","2026-05-26T10:19:06+07:00","2026-05-26","PAYMENT","MERCHANT_PAYMENT","EXT-1205591","H. Joko Wijaya","ID","MER-00005","DEV-000059","198.51.100.152","SETTLED"
"TXN-000000391","ACC-0000013","OUT","131961.00","IDR","2026-05-27T10:48:07+07:00","2026-05-27","TOPUP","WALLET_TOPUP","EXT-8372137","Ayu Lubis","ID","","DEV-000062","198.51.100.32","SETTLED"
"TXN-000000526","ACC-0000015","IN","39384.00","IDR","2026-05-27T14:06:19+07:00","2026-05-27","PAYMENT","BILL_PAYMENT","EXT-6443904","Lestari Siregar","ID","","DEV-000063","198.51.100.215","SETTLED"
"TXN-000000675","ACC-0000020","IN","39604.00","IDR","2026-05-27T19:29:11+07:00","2026-05-27","TOPUP","WALLET_TOPUP","EXT-4252266","Ir. Iwan Siregar","ID","","DEV-000068","198.51.100.25","SETTLED"
"TXN-000000887","ACC-0000024","OUT","7460.00","IDR","2026-05-27T21:56:42+07:00","2026-05-27","TRANSFER","P2P_TRANSFER","EXT-9878757","Joko Ramadhan","ID","","DEV-000025","203.0.113.49","SETTLED"
"TXN-000000966","ACC-0000026","OUT","865358.00","IDR","2026-05-27T20:43:39+07:00","2026-05-27","PAYMENT","BILL_PAYMENT","EXT-7054332","H. Yuda Gunawan","ID","","DEV-000048","203.0.113.243","PENDING"
