"source_bo_id","source_business_id","full_name","date_of_birth","nationality","ownership_percentage","control_type","declared_date"
"BO-00696","BUS-00297","Ir. Indah Anggraini","1980-12-12","ID","82.05","OWNERSHIP","2026-02-24"
"BO-00697","BUS-00298","Dra. Kartika Dewi Lubis","1973-11-20","ID","51.51","BOARD_CONTROL","2026-02-10"
"BO-00698","BUS-00298","Hj. Sari Citra Suryadi","1966-05-27","ID","48.49","OWNERSHIP","2024-07-29"
"BO-00699","BUS-00299","Zahra Dewi Siregar","1962-10-13","ID","58.19","OWNERSHIP","2024-02-05"
"BO-00700","BUS-00299","Zahra Lestari Permana","1975-06-22","ID","25.75","BOARD_CONTROL","2024-12-04"
"BO-00701","BUS-00299","Indah Anggraini","1956-12-07","ID","16.06","OWNERSHIP","2025-06-19"
"BO-00702","BUS-00300","Drs. Tono Simatupang","1973-11-01","ID","100.00","BOARD_CONTROL","2025-04-18"
"BO-00703","BUS-00301","Yuda Bayu Nugroho","1999-03-09","ID","15.64","OWNERSHIP","2025-11-21"
"BO-00704","BUS-00301","Drs. Joko Gunawan","1971-09-26","ID","13.37","BOARD_CONTROL","2025-08-22"
"BO-00705","BUS-00301","Hj. Vina Sari Maulana","1990-10-16","ID","70.99","VOTING_RIGHTS","2024-05-19"
"BO-00706","BUS-00302","Hj. Wulan Ramadhan","1982-02-12","ID","19.66","OWNERSHIP","2024-09-25"
"BO-00707","BUS-00302","Gilang Tono Setiawan","1958-05-12","ID","80.34","VOTING_RIGHTS","2025-05-01"
"BO-00708","BUS-00303","Adi Ramadhan","1995-06-16","ID","27.29","OWNERSHIP","2024-04-30"
"BO-00709","BUS-00303","Putri Situmorang","1970-07-07","ID","72.71","OTHER_SIGNIFICANT_INFLUENCE","2024-08-14"
"BO-00710","BUS-00304","Ir. Yuda Halim","1967-05-11","ID","28.99","BOARD_CONTROL","2025-04-08"
"BO-00711","BUS-00304","Hj. Putri Anggraini","1986-11-21","ID","71.01","BOARD_CONTROL","2025-11-08"
"BO-00712","BUS-00305","Dra. Mega Nugroho","1998-06-13","ID","75.35","OWNERSHIP","2024-05-07"
"BO-00713","BUS-00305","Dra. Mega Maulana","1967-06-08","ID","13.00","BOARD_CONTROL","2026-01-20"
"BO-00714","BUS-00305","Anggun Saputra","1996-04-04","ID","10.83","BOARD_CONTROL","2024-10-06"
"BO-00715","BUS-00306","Fajar Siregar","1956-02-10","ID","36.49","OWNERSHIP","2024-09-27"
"BO-00716","BUS-00306","Fajar Pratama","1971-11-08","ID","38.92","OWNERSHIP","2024-08-19"
"BO-00717","BUS-00306","Gilang Pratama","1964-07-14","ID","24.59","VOTING_RIGHTS","2025-09-28"
"BO-00718","BUS-00307","Dra. Wulan Pratama","1967-02-26","ID","36.87","OTHER_SIGNIFICANT_INFLUENCE","2026-02-25"
"BO-00719","BUS-00307","Putri Nugroho","1989-10-18","ID","38.49","VOTING_RIGHTS","2023-11-30"
"BO-00720","BUS-00307","Hadi Anggraini","1956-08-13","ID","14.27","OWNERSHIP","2024-03-22"
"BO-00721","BUS-00307","Dra. Umi Anggraini","1963-12-08","ID","10.37","BOARD_CONTROL","2025-07-14"
"BO-00722","BUS-00308","Adi Permana","1967-04-23","ID","81.62","OTHER_SIGNIFICANT_INFLUENCE","2025-01-05"
"BO-00723","BUS-00308","Cahya Nugroho","1988-01-13","ID","18.38","VOTING_RIGHTS","2025-03-22"
"BO-00724","BUS-00310","Ir. Mega Hartono","1979-05-12","ID","29.45","OTHER_SIGNIFICANT_INFLUENCE","2024-03-18"
"BO-00725","BUS-00310","H. Bayu Fajar Hartono","1976-12-04","ID","56.91","OWNERSHIP","2024-12-20"
"BO-00726","BUS-00310","Bagus Siregar","1990-09-20","ID","10.48","VOTING_RIGHTS","2024-08-06"
"BO-00727","BUS-00311","Tono Hidayat","1973-10-06","ID","84.82","OTHER_SIGNIFICANT_INFLUENCE","2024-05-06"
"BO-00728","BUS-00311","Bagus Siregar","1987-04-15","ID","10.53","OTHER_SIGNIFICANT_INFLUENCE","2026-01-16"
"BO-00729","BUS-00312","Ir. Putri Maulana","1998-12-24","ID","66.94","OWNERSHIP","2024-02-16"
"BO-00730","BUS-00312","Rahmat Wahyu Hidayat","1963-10-06","ID","13.34","OTHER_SIGNIFICANT_INFLUENCE","2025-04-23"
"BO-00731","BUS-00312","Ir. Eka Pratama","1964-01-13","ID","10.40","VOTING_RIGHTS","2024-05-23"
"BO-00732","BUS-00313","Gilang Situmorang","1996-07-12","ID","38.85","OTHER_SIGNIFICANT_INFLUENCE","2025-10-21"
"BO-00733","BUS-00313","Hadi Joko Wijaya","1970-04-04","ID","29.28","VOTING_RIGHTS","2024-10-10"
"BO-00734","BUS-00313","Vina Gunawan","1968-08-07","ID","16.89","VOTING_RIGHTS","2024-11-05"
"BO-00735","BUS-00313","Putri Pratama","1993-10-13","ID","14.98","OWNERSHIP","2024-05-16"
"BO-00736","BUS-00314","Rina Hartono","1998-01-17","ID","47.92","BOARD_CONTROL","2024-05-10"
"BO-00737","BUS-00314","Hadi Siregar","1990-06-26","ID","52.08","OTHER_SIGNIFICANT_INFLUENCE","2024-06-16"
"BO-00738","BUS-00315","Fajar Wijaya","1961-04-15","ID","39.07","VOTING_RIGHTS","2023-11-10"
"BO-00739","BUS-00315","Ir. Dian Nugroho","1957-09-18","ID","13.16","BOARD_CONTROL","2024-11-10"
"BO-00740","BUS-00315","Sari Sari Gunawan","1981-07-04","ID","47.77","OWNERSHIP","2024-10-30"
"BO-00741","BUS-00316","Bagus Simatupang","1965-11-22","ID","100.00","OWNERSHIP","2025-01-13"
"BO-00742","BUS-00317","Kartika Lubis","1981-12-14","ID","48.62","OTHER_SIGNIFICANT_INFLUENCE","2024-12-02"
"BO-00743","BUS-00317","Vina Kusuma","1982-02-07","ID","51.38","OTHER_SIGNIFICANT_INFLUENCE","2025-10-13"
"BO-00744","BUS-00318","Indah Permana","1973-07-14","ID","11.31","OWNERSHIP","2026-01-18"
"BO-00745","BUS-00318","Ir. Nanda Hidayat","1964-02-20","ID","88.69","OTHER_SIGNIFICANT_INFLUENCE","2025-10-24"
"BO-00746","BUS-00320","Wahyu Permana","1968-02-05","ID","82.40","OWNERSHIP","2025-04-29"
"BO-00747","BUS-00320","Ir. Adi Cahya Ramadhan","1956-01-09","ID","17.60","VOTING_RIGHTS","2025-08-05"
"BO-00748","BUS-00321","Fajar Pratama","1961-09-09","ID","31.82","OWNERSHIP","2023-11-22"
"BO-00749","BUS-00321","Drs. Dian Nanda Setiawan","1994-05-02","ID","24.18","VOTING_RIGHTS","2025-10-06"
"BO-00750","BUS-00321","Siti Wijaya","1957-12-23","ID","26.34","OWNERSHIP","2024-05-26"
"BO-00751","BUS-00321","Anggun Suryadi","1976-07-17","ID","17.66","OWNERSHIP","2023-11-15"
"BO-00752","BUS-00322","H. Fajar Simatupang","1978-01-23","ID","100.00","OWNERSHIP","2024-01-26"
"BO-00753","BUS-00323","Tono Permana","1976-07-10","ID","11.80","OTHER_SIGNIFICANT_INFLUENCE","2025-03-11"
"BO-00754","BUS-00323","Nanda Pratama","1993-03-13","ID","46.24","BOARD_CONTROL","2025-10-21"
"BO-00755","BUS-00323","Gita Putri Situmorang","1988-03-26","ID","41.96","OTHER_SIGNIFICANT_INFLUENCE","2025-01-26"
"BO-00756","BUS-00324","Iwan Hartono","1986-08-27","ID","15.68","VOTING_RIGHTS","2024-10-10"
"BO-00757","BUS-00324","Rina Rina Permana","1972-10-21","ID","38.85","VOTING_RIGHTS","2024-07-17"
"BO-00758","BUS-00324","Dra. Indah Gunawan","1958-02-23","ID","29.39","VOTING_RIGHTS","2023-12-26"
"BO-00759","BUS-00324","Putri Saputra","1955-07-02","ID","16.08","VOTING_RIGHTS","2023-11-15"
"BO-00760","BUS-00325","Nanda Saputra","1960-12-26","ID","52.87","VOTING_RIGHTS","2024-10-03"
"BO-00761","BUS-00325","Cahya Pratama","1982-03-15","ID","47.13","VOTING_RIGHTS","2025-01-17"
"BO-00762","BUS-00326","Drs. Hadi Situmorang","1992-09-19","ID","89.21","OTHER_SIGNIFICANT_INFLUENCE","2024-03-30"
"BO-00763","BUS-00326","Ir. Hadi Halim","1978-06-28","ID","10.75","BOARD_CONTROL","2025-01-19"
"BO-00764","BUS-00327","Dra. Gita Anggraini","1996-07-14","ID","84.16","BOARD_CONTROL","2024-12-18"
"BO-00765","BUS-00327","Eka Hartono","1974-09-17","ID","10.92","OWNERSHIP","2025-06-25"
"BO-00766","BUS-00328","Gilang Lubis","1969-10-20","ID","44.59","VOTING_RIGHTS","2024-11-07"
"BO-00767","BUS-00328","Citra Rina Pratama","1995-08-17","ID","14.13","OWNERSHIP","2025-01-15"
"BO-00768","BUS-00328","Joko Permana","1982-10-26","ID","41.28","VOTING_RIGHTS","2025-08-02"
"BO-00769","BUS-00329","Iwan Saputra","1974-04-06","ID","100.00","BOARD_CONTROL","2024-08-02"
"BO-00770","BUS-00330","Umi Suryadi","1979-06-07","ID","78.29","VOTING_RIGHTS","2024-05-23"
"BO-00771","BUS-00330","Eka Anggraini","1959-05-12","ID","10.31","OTHER_SIGNIFICANT_INFLUENCE","2024-12-21"
"BO-00772","BUS-00330","Zahra Situmorang","1982-09-17","ID","11.40","OWNERSHIP","2024-06-01"
"BO-00773","BUS-00331","Hj. Rina Setiawan","1969-03-01","ID","65.98","OWNERSHIP","2024-03-20"
"BO-00774","BUS-00331","Citra Anggraini","1973-04-22","ID","15.40","OWNERSHIP","2025-08-27"
"BO-00775","BUS-00331","Zahra Hartono","1980-04-02","ID","10.29","BOARD_CONTROL","2023-12-23"
"BO-00776","BUS-00333","Anggun Lubis","1961-07-12","ID","54.93","BOARD_CONTROL","2024-07-13"
"BO-00777","BUS-00333","Wahyu Maulana","1976-08-18","ID","27.25","OTHER_SIGNIFICANT_INFLUENCE","2025-11-18"
"BO-00778","BUS-00333","Hj. Siti Setiawan","1962-07-09","ID","10.06","OWNERSHIP","2024-09-29"
"BO-00779","BUS-00334","Sari Saputra","1996-07-08","ID","44.62","BOARD_CONTROL","2024-03-24"
"BO-00780","BUS-00334","Zahra Halim","1977-05-27","ID","55.38","VOTING_RIGHTS","2024-08-21"
"BO-00781","BUS-00335","Cahya Hidayat","1974-07-06","ID","78.20","OTHER_SIGNIFICANT_INFLUENCE","2024-08-07"
"BO-00782","BUS-00335","Tono Nugroho","1976-12-26","ID","21.80","OTHER_SIGNIFICANT_INFLUENCE","2025-10-07"
"BO-00783","BUS-00336","Drs. Adi Siregar","1991-02-19","ID","100.00","OWNERSHIP","2024-09-02"
"BO-00784","BUS-00337","Iwan Eka Siregar","1988-12-11","ID","29.27","VOTING_RIGHTS","2025-06-17"
"BO-00785","BUS-00337","Ir. Joko Cahya Hartono","1982-09-24","ID","70.73","OTHER_SIGNIFICANT_INFLUENCE","2024-12-23"
"BO-00786","BUS-00338","Dra. Lestari Pratama","1984-05-12","ID","22.58","OTHER_SIGNIFICANT_INFLUENCE","2023-11-20"
"BO-00787","BUS-00338","Dra. Dewi Wijaya","1990-05-20","ID","12.21","BOARD_CONTROL","2026-01-10"
"BO-00788","BUS-00338","H. Yuda Nanda Suryadi","1965-02-15","ID","19.38","VOTING_RIGHTS","2024-03-23"
"BO-00789","BUS-00338","Ir. Hadi Gilang Gunawan","1956-06-25","ID","45.83","OTHER_SIGNIFICANT_INFLUENCE","2024-04-24"
"BO-00790","BUS-00339","H. Rahmat Fajar Santoso","1961-12-04","ID","22.51","BOARD_CONTROL","2024-09-01"
"BO-00791","BUS-00339","Ayu Vina Pratama","1959-02-28","ID","10.78","OWNERSHIP","2024-10-08"
"BO-00792","BUS-00339","Drs. Bayu Lubis","1986-03-08","ID","50.45","BOARD_CONTROL","2024-03-06"
"BO-00793","BUS-00339","Bagus Hidayat","1996-03-02","ID","16.26","BOARD_CONTROL","2025-05-20"
"BO-00794","BUS-00340","Ir. Hadi Lubis","1968-12-10","ID","100.00","BOARD_CONTROL","2024-12-19"
"BO-00795","BUS-00341","Ir. Bagus Permana","1978-12-14","ID","63.38","OTHER_SIGNIFICANT_INFLUENCE","2024-03-05"
"BO-00796","BUS-00341","H. Gilang Wijaya","1999-06-06","ID","36.62","VOTING_RIGHTS","2025-02-18"
"BO-00797","BUS-00342","Dian Rahmat Hartono","1971-02-09","ID","23.35","OWNERSHIP","2024-12-15"
"BO-00798","BUS-00342","Wahyu Pratama","1994-07-23","ID","76.65","OTHER_SIGNIFICANT_INFLUENCE","2023-10-26"
"BO-00799","BUS-00343","Ayu Indah Hartono","1996-01-15","ID","11.46","OWNERSHIP","2024-10-17"
"BO-00800","BUS-00343","Ir. Siti Gunawan","1957-01-06","ID","39.69","VOTING_RIGHTS","2025-04-04"
"BO-00801","BUS-00343","Drs. Dian Situmorang","1977-06-13","ID","48.85","OTHER_SIGNIFICANT_INFLUENCE","2025-04-10"
"BO-00802","BUS-00345","Ir. Dian Dian Halim","1998-08-08","ID","38.28","OTHER_SIGNIFICANT_INFLUENCE","2025-09-21"
"BO-00803","BUS-00345","Siti Situmorang","1991-03-14","ID","61.72","BOARD_CONTROL","2025-01-22"
"BO-00804","BUS-00346","Eka Gilang Suryadi","1985-08-26","ID","38.97","VOTING_RIGHTS","2024-01-14"
"BO-00805","BUS-00346","Ir. Gita Vina Wijaya","1994-06-22","ID","61.03","VOTING_RIGHTS","2026-03-02"
"BO-00806","BUS-00347","Anggun Ramadhan","1963-11-09","ID","81.55","VOTING_RIGHTS","2025-09-29"
"BO-00807","BUS-00347","Ayu Simatupang","1961-08-11","ID","10.97","VOTING_RIGHTS","2024-11-06"
"BO-00808","BUS-00348","Gita Santoso","1977-07-15","ID","39.84","OTHER_SIGNIFICANT_INFLUENCE","2024-03-28"
"BO-00809","BUS-00348","Ir. Wulan Gunawan","1991-01-27","ID","28.72","BOARD_CONTROL","2024-07-13"
"BO-00810","BUS-00348","Umi Siregar","1972-01-17","ID","31.44","VOTING_RIGHTS","2024-11-21"
"BO-00811","BUS-00349","Mega Umi Nugroho","1971-01-05","ID","86.36","OTHER_SIGNIFICANT_INFLUENCE","2026-01-24"
"BO-00812","BUS-00349","Drs. Oki Wijaya","1960-03-25","ID","13.64","VOTING_RIGHTS","2025-07-14"
"BO-00813","BUS-00350","Siti Pratama","1996-07-05","ID","54.48","BOARD_CONTROL","2025-12-10"
"BO-00814","BUS-00350","H. Rahmat Santoso","1973-02-11","ID","45.52","BOARD_CONTROL","2025-03-02"
"BO-00815","BUS-00351","Ir. Bagus Kusuma","1965-09-17","ID","75.70","OTHER_SIGNIFICANT_INFLUENCE","2025-01-01"
"BO-00816","BUS-00351","Hj. Mega Umi Halim","1985-07-18","ID","24.30","OWNERSHIP","2024-11-29"
"BO-00817","BUS-00352","Oki Lubis","1984-02-19","ID","68.15","OTHER_SIGNIFICANT_INFLUENCE","2024-08-15"
"BO-00818","BUS-00352","Eka Kusuma","1971-09-17","ID","11.87","VOTING_RIGHTS","2026-01-30"
"BO-00819","BUS-00352","Fajar Rahmat Pratama","1984-05-05","ID","10.25","BOARD_CONTROL","2023-12-24"
"BO-00820","BUS-00353","Hj. Anggun Kartika Pratama","1962-01-15","ID","41.48","OTHER_SIGNIFICANT_INFLUENCE","2023-11-02"
"BO-00821","BUS-00353","Adi Maulana","1974-02-17","ID","33.62","BOARD_CONTROL","2025-02-20"
"BO-00822","BUS-00353","Hj. Indah Setiawan","1985-03-27","ID","24.90","BOARD_CONTROL","2024-12-21"
"BO-00823","BUS-00354","Adi Iwan Santoso","1959-10-24","ID","27.36","OTHER_SIGNIFICANT_INFLUENCE","2024-12-17"
"BO-00824","BUS-00354","Tono Hidayat","1963-12-11","ID","12.19","VOTING_RIGHTS","2025-12-11"
"BO-00825","BUS-00354","Ir. Siti Hartono","1981-08-21","ID","49.62","OTHER_SIGNIFICANT_INFLUENCE","2025-02-01"
"BO-00826","BUS-00354","Joko Gilang Simatupang","1975-06-24","ID","10.83","BOARD_CONTROL","2026-02-17"
"BO-00827","BUS-00355","Ir. Fajar Hadi Pratama","1960-11-18","ID","100.00","OWNERSHIP","2025-03-26"
"BO-00828","BUS-00356","Umi Hartono","1960-06-02","ID","46.69","BOARD_CONTROL","2025-02-26"
"BO-00829","BUS-00356","Rina Kartika Ramadhan","1989-06-20","ID","14.99","VOTING_RIGHTS","2024-04-13"
"BO-00830","BUS-00356","Zahra Anggraini","1984-12-27","ID","17.65","BOARD_CONTROL","2024-06-29"
"BO-00831","BUS-00356","Rahmat Halim","1988-11-03","ID","20.67","BOARD_CONTROL","2025-02-01"
"BO-00832","BUS-00357","Dian Dian Siregar","1983-05-12","ID","20.74","OTHER_SIGNIFICANT_INFLUENCE","2024-05-13"
"BO-00833","BUS-00357","Hj. Indah Saputra","1981-08-15","ID","40.93","OTHER_SIGNIFICANT_INFLUENCE","2024-09-16"
"BO-00834","BUS-00357","Hadi Hadi Situmorang","1955-02-20","ID","38.33","OWNERSHIP","2023-11-29"
"BO-00835","BUS-00358","Rina Kartika Lubis","1998-12-24","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2026-02-24"
"BO-00836","BUS-00359","Adi Santoso","1992-05-13","ID","14.34","OTHER_SIGNIFICANT_INFLUENCE","2025-03-20"
"BO-00837","BUS-00359","Indah Gunawan","1959-12-02","ID","52.32","VOTING_RIGHTS","2023-11-13"
"BO-00838","BUS-00359","Citra Suryadi","1987-02-01","ID","10.55","OTHER_SIGNIFICANT_INFLUENCE","2025-07-16"
"BO-00839","BUS-00359","Kartika Pratama","1992-04-04","ID","22.79","BOARD_CONTROL","2025-06-20"
"BO-00840","BUS-00360","H. Bayu Ramadhan","1955-02-20","ID","19.75","OTHER_SIGNIFICANT_INFLUENCE","2025-10-25"
"BO-00841","BUS-00360","Gita Ramadhan","1983-08-19","ID","23.72","BOARD_CONTROL","2025-09-24"
"BO-00842","BUS-00360","Ir. Wahyu Setiawan","1983-08-17","ID","56.53","BOARD_CONTROL","2024-04-15"
"BO-00843","BUS-00361","Indah Halim","1980-01-19","ID","19.58","VOTING_RIGHTS","2025-03-12"
"BO-00844","BUS-00361","Wahyu Situmorang","1978-12-25","ID","23.43","OWNERSHIP","2023-11-01"
"BO-00845","BUS-00361","Sari Putri Suryadi","1955-07-25","ID","56.99","OWNERSHIP","2024-12-08"
"BO-00846","BUS-00362","Lestari Santoso","1993-08-19","ID","55.45","BOARD_CONTROL","2024-04-03"
"BO-00847","BUS-00362","Wulan Umi Ramadhan","1964-07-13","ID","15.94","OTHER_SIGNIFICANT_INFLUENCE","2025-08-31"
"BO-00848","BUS-00362","Ir. Yuda Yuda Lubis","1983-02-08","ID","28.61","OTHER_SIGNIFICANT_INFLUENCE","2023-11-23"
"BO-00849","BUS-00363","Dra. Indah Lubis","1955-08-28","ID","57.75","OTHER_SIGNIFICANT_INFLUENCE","2024-09-18"
"BO-00850","BUS-00363","Gilang Maulana","1999-06-01","ID","25.42","OWNERSHIP","2024-09-20"
"BO-00851","BUS-00363","Drs. Bagus Suryadi","1988-10-08","ID","10.60","BOARD_CONTROL","2024-09-01"
"BO-00852","BUS-00365","Wulan Citra Gunawan","1981-06-10","ID","89.47","OTHER_SIGNIFICANT_INFLUENCE","2026-02-24"
"BO-00853","BUS-00365","Wulan Siregar","1961-03-04","ID","10.28","VOTING_RIGHTS","2025-10-30"
"BO-00854","BUS-00366","Putri Saputra","1988-03-20","ID","81.19","VOTING_RIGHTS","2025-07-23"
"BO-00855","BUS-00366","Ir. Siti Siregar","1967-05-10","ID","10.99","BOARD_CONTROL","2024-09-22"
"BO-00856","BUS-00367","Hadi Permana","1964-06-27","ID","45.68","VOTING_RIGHTS","2025-01-27"
"BO-00857","BUS-00367","Iwan Hidayat","1973-12-07","ID","11.13","BOARD_CONTROL","2023-11-26"
"BO-00858","BUS-00367","Wulan Lestari Simatupang","1982-11-06","ID","43.19","OWNERSHIP","2025-04-26"
"BO-00859","BUS-00368","Iwan Anggraini","1960-05-10","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2025-03-23"
"BO-00860","BUS-00369","Joko Anggraini","1967-03-01","ID","70.17","VOTING_RIGHTS","2023-12-18"
"BO-00861","BUS-00369","Wulan Halim","1992-01-13","ID","29.83","BOARD_CONTROL","2024-12-11"
"BO-00862","BUS-00370","Adi Nanda Pratama","1957-07-14","ID","100.00","OWNERSHIP","2023-12-19"
"BO-00863","BUS-00371","H. Gilang Ramadhan","1956-10-26","ID","24.71","VOTING_RIGHTS","2025-03-18"
"BO-00864","BUS-00371","Rahmat Ramadhan","1998-02-13","ID","58.11","OTHER_SIGNIFICANT_INFLUENCE","2024-10-16"
"BO-00865","BUS-00371","Bayu Bagus Wijaya","1981-10-13","ID","17.18","BOARD_CONTROL","2025-09-25"
"BO-00866","BUS-00372","Drs. Cahya Simatupang","1982-06-09","ID","27.80","BOARD_CONTROL","2025-01-23"
"BO-00867","BUS-00372","Ir. Rina Halim","1982-11-12","ID","49.19","VOTING_RIGHTS","2025-10-13"
"BO-00868","BUS-00372","Sari Situmorang","1974-08-17","ID","23.01","OTHER_SIGNIFICANT_INFLUENCE","2024-10-05"
"BO-00869","BUS-00374","H. Nanda Lubis","1996-07-02","ID","24.00","VOTING_RIGHTS","2025-06-07"
"BO-00870","BUS-00374","Ir. Gita Ramadhan","1993-06-18","ID","55.90","OTHER_SIGNIFICANT_INFLUENCE","2024-02-15"
"BO-00871","BUS-00374","Dra. Lestari Simatupang","1960-08-16","ID","20.10","VOTING_RIGHTS","2024-10-08"
"BO-00872","BUS-00375","Gita Dewi Pratama","1983-06-23","ID","100.00","BOARD_CONTROL","2025-11-26"
"BO-00873","BUS-00376","Hj. Mega Halim","1960-08-28","ID","19.52","OWNERSHIP","2024-09-27"
"BO-00874","BUS-00376","Rahmat Hidayat","1955-05-13","ID","58.09","OTHER_SIGNIFICANT_INFLUENCE","2023-10-31"
"BO-00875","BUS-00376","Ir. Siti Permana","1988-12-05","ID","11.84","VOTING_RIGHTS","2024-08-20"
"BO-00876","BUS-00376","Wulan Gita Gunawan","1986-06-23","ID","10.55","VOTING_RIGHTS","2024-05-01"
"BO-00877","BUS-00377","Adi Hadi Pratama","1984-12-07","ID","79.24","VOTING_RIGHTS","2023-12-24"
"BO-00878","BUS-00377","Umi Wijaya","1989-08-26","ID","20.76","OWNERSHIP","2025-11-15"
"BO-00879","BUS-00378","H. Bagus Anggraini","1959-08-20","ID","75.10","OWNERSHIP","2024-08-18"
"BO-00880","BUS-00378","Adi Hidayat","1992-07-05","ID","24.90","OTHER_SIGNIFICANT_INFLUENCE","2026-01-20"
"BO-00881","BUS-00379","Joko Suryadi","1973-02-11","ID","70.67","VOTING_RIGHTS","2023-12-22"
"BO-00882","BUS-00379","Drs. Oki Gunawan","1989-06-28","ID","14.40","BOARD_CONTROL","2025-06-13"
"BO-00883","BUS-00379","Dra. Lestari Gunawan","1976-11-26","ID","10.50","OWNERSHIP","2026-02-27"
"BO-00884","BUS-00380","Dewi Kusuma","1989-06-07","ID","34.24","OWNERSHIP","2025-06-15"
"BO-00885","BUS-00380","Anggun Wulan Kusuma","1983-04-03","ID","51.02","BOARD_CONTROL","2024-12-14"
"BO-00886","BUS-00380","Zahra Wijaya","1973-06-26","ID","10.74","BOARD_CONTROL","2024-10-11"
"BO-00887","BUS-00381","Vina Umi Pratama","1976-07-07","ID","66.88","OTHER_SIGNIFICANT_INFLUENCE","2025-04-11"
"BO-00888","BUS-00381","Ir. Rina Wijaya","1956-06-23","ID","22.57","OTHER_SIGNIFICANT_INFLUENCE","2024-09-17"
"BO-00889","BUS-00381","Eka Maulana","1956-11-02","ID","10.55","OWNERSHIP","2024-10-11"
"BO-00890","BUS-00382","H. Hadi Nugroho","1982-12-26","ID","77.65","OWNERSHIP","2025-02-04"
"BO-00891","BUS-00382","H. Wahyu Gilang Permana","1964-07-12","ID","22.35","OWNERSHIP","2026-01-10"
"BO-00892","BUS-00383","Hj. Lestari Permana","1988-08-22","ID","72.49","VOTING_RIGHTS","2025-07-03"
"BO-00893","BUS-00383","Ir. Rahmat Anggraini","1989-07-13","ID","27.51","OTHER_SIGNIFICANT_INFLUENCE","2025-01-28"
"BO-00894","BUS-00384","Putri Santoso","1982-02-24","ID","43.67","OTHER_SIGNIFICANT_INFLUENCE","2024-03-31"
"BO-00895","BUS-00384","Dra. Putri Setiawan","1993-11-15","ID","43.74","OTHER_SIGNIFICANT_INFLUENCE","2024-03-07"
"BO-00896","BUS-00384","Drs. Dian Anggraini","1975-03-12","ID","10.35","OTHER_SIGNIFICANT_INFLUENCE","2025-01-03"
"BO-00897","BUS-00385","Adi Anggraini","1988-11-26","ID","87.62","OTHER_SIGNIFICANT_INFLUENCE","2024-01-30"
"BO-00898","BUS-00385","Eka Situmorang","1968-12-11","ID","11.00","VOTING_RIGHTS","2025-04-08"
"BO-00899","BUS-00386","Hadi Nanda Situmorang","1963-03-20","ID","57.32","OWNERSHIP","2025-07-19"
"BO-00900","BUS-00386","Ir. Adi Hidayat","1965-10-22","ID","42.68","OTHER_SIGNIFICANT_INFLUENCE","2024-07-26"
"BO-00901","BUS-00387","Adi Tono Simatupang","1984-06-12","ID","64.35","OWNERSHIP","2024-01-05"
"BO-00902","BUS-00387","Hj. Wulan Situmorang","1994-03-27","ID","21.21","OWNERSHIP","2024-12-29"
"BO-00903","BUS-00387","Citra Sari Halim","1979-06-16","ID","14.44","BOARD_CONTROL","2025-04-19"
"BO-00904","BUS-00388","Hadi Setiawan","1994-06-19","ID","22.59","OTHER_SIGNIFICANT_INFLUENCE","2024-03-10"
"BO-00905","BUS-00388","Hj. Anggun Anggraini","1967-01-09","ID","56.45","OWNERSHIP","2023-10-15"
"BO-00906","BUS-00388","Eka Suryadi","1978-04-03","ID","10.81","OTHER_SIGNIFICANT_INFLUENCE","2026-01-30"
"BO-00907","BUS-00388","Ir. Citra Dewi Hidayat","1958-04-05","ID","10.15","BOARD_CONTROL","2025-07-21"
"BO-00908","BUS-00389","Wahyu Adi Kusuma","1983-05-04","ID","100.00","VOTING_RIGHTS","2025-03-22"
"BO-00909","BUS-00390","Adi Situmorang","1988-04-20","ID","68.16","OTHER_SIGNIFICANT_INFLUENCE","2025-01-01"
"BO-00910","BUS-00390","Zahra Sari Permana","1992-09-10","ID","13.45","OTHER_SIGNIFICANT_INFLUENCE","2026-02-25"
"BO-00911","BUS-00390","Rahmat Setiawan","1980-06-05","ID","18.39","BOARD_CONTROL","2025-01-22"
"BO-00912","BUS-00391","Vina Mega Gunawan","1985-10-05","ID","27.43","BOARD_CONTROL","2024-12-12"
"BO-00913","BUS-00391","Lestari Maulana","1957-03-07","ID","72.57","BOARD_CONTROL","2023-11-28"
"BO-00914","BUS-00392","Sari Setiawan","1961-11-08","ID","69.65","BOARD_CONTROL","2025-03-24"
"BO-00915","BUS-00392","Yuda Halim","1955-04-26","ID","18.81","VOTING_RIGHTS","2024-02-25"
"BO-00916","BUS-00392","H. Adi Ramadhan","1975-12-12","ID","10.27","BOARD_CONTROL","2025-03-24"
"BO-00917","BUS-00393","Hj. Zahra Ayu Pratama","1996-11-10","ID","35.71","BOARD_CONTROL","2024-08-12"
"BO-00918","BUS-00393","Citra Maulana","1971-02-09","ID","13.87","VOTING_RIGHTS","2023-11-18"
"BO-00919","BUS-00393","Rina Maulana","1970-09-06","ID","12.60","BOARD_CONTROL","2025-09-23"
"BO-00920","BUS-00393","Drs. Adi Hartono","1996-10-17","ID","37.82","OTHER_SIGNIFICANT_INFLUENCE","2025-08-06"
"BO-00921","BUS-00394","Wahyu Maulana","1989-04-20","ID","25.79","VOTING_RIGHTS","2025-12-05"
