"list_record_id","list_type","primary_name","aliases","date_of_birth","nationality","country","position_or_role","note"
"WL-00383","PEP_SYNTHETIC","Vina Hidayat","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00384","SANCTIONS_SYNTHETIC","Nanda Setiawan","","1956-03-03","MY","ID","","Synthetic record; not derived from any real list."
"WL-00385","PEP_SYNTHETIC","Fajar Adi Setiawan","","1969-12-01","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00386","SANCTIONS_SYNTHETIC","Ir. Putri Hartono","","1950-02-01","ID","ID","","Synthetic record; not derived from any real list."
"WL-00387","PEP_SYNTHETIC","Cahya Simatupang","Cehya Simatupang","1952-07-20","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00388","PEP_SYNTHETIC","Dra. Indah Kusuma","","1986-05-07","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00389","PEP_SYNTHETIC","Ir. Oki Nanda Simatupang","Ir. Oki Nenda Simatupang","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00390","PEP_SYNTHETIC","Tono Oki Setiawan","","","AE","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00391","SANCTIONS_SYNTHETIC","Gita Setiawan","","1998-09-21","ID","ID","","Synthetic record; not derived from any real list."
"WL-00392","PEP_SYNTHETIC","Dra. Kartika Hidayat","Dre. Kartika Hidayat","1997-10-06","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00393","SANCTIONS_SYNTHETIC","Ir. Putri Putri Santoso","","1997-08-15","HK","ID","","Synthetic record; not derived from any real list."
"WL-00394","PEP_SYNTHETIC","Ir. Fajar Simatupang","","1966-10-14","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00395","PEP_SYNTHETIC","Zahra Zahra Halim","Zehra Zahra Halim","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00396","SANCTIONS_SYNTHETIC","Ir. Sari Maulana","Ir. Seri Maulana","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00397","PEP_SYNTHETIC","Ir. Gilang Setiawan","","1952-04-06","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00398","SANCTIONS_SYNTHETIC","Putri Gunawan","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00399","PEP_SYNTHETIC","Fajar Maulana","","1970-08-22","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00400","PEP_SYNTHETIC","Lestari Rina Kusuma","","1962-07-05","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00401","PEP_SYNTHETIC","Ir. Hadi Maulana","Ir. Hedi Maulana","1966-05-08","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00402","SANCTIONS_SYNTHETIC","Ayu Hidayat","","1994-06-15","KR","ID","","Synthetic record; not derived from any real list."
"WL-00403","INTERNAL_WATCH","Drs. Cahya Pratama","","1964-10-12","KR","ID","","Synthetic record; not derived from any real list."
"WL-00404","SANCTIONS_SYNTHETIC","H. Tono Hidayat","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00405","SANCTIONS_SYNTHETIC","Wahyu Bayu Suryadi","","1951-08-13","ID","ID","","Synthetic record; not derived from any real list."
"WL-00406","PEP_SYNTHETIC","Ir. Oki Gunawan","","1977-12-22","KR","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00407","PEP_SYNTHETIC","Siti Maulana","","1997-09-06","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00408","PEP_SYNTHETIC","Dewi Maulana","Dewi Meulana","1997-07-20","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00409","INTERNAL_WATCH","Drs. Bagus Permana","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00410","PEP_SYNTHETIC","Bayu Pratama","Beyu Pratama","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00411","PEP_SYNTHETIC","Gita Citra Setiawan","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00412","PEP_SYNTHETIC","H. Gilang Gunawan","","1954-01-01","SG","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00413","PEP_SYNTHETIC","Bayu Bagus Setiawan","","1950-07-20","SG","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00414","PEP_SYNTHETIC","Dian Permana","Dien Permana","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00415","PEP_SYNTHETIC","Wahyu Suryadi","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00416","PEP_SYNTHETIC","Lestari Santoso","Lesteri Santoso","1987-11-28","KR","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00417","PEP_SYNTHETIC","Indah Hartono","Indeh Hartono","1964-01-04","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00418","SANCTIONS_SYNTHETIC","Oki Halim","","1951-07-21","HK","ID","","Synthetic record; not derived from any real list."
"WL-00419","SANCTIONS_SYNTHETIC","Vina Lestari Suryadi","Vine Lestari Suryadi","","AE","ID","","Synthetic record; not derived from any real list."
"WL-00420","PEP_SYNTHETIC","Gilang Cahya Anggraini","Gileng Cahya Anggraini","","SG","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00421","SANCTIONS_SYNTHETIC","Dewi Halim","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00422","PEP_SYNTHETIC","Dra. Putri Ayu Halim","Dre. Putri Ayu Halim","1970-11-01","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00423","PEP_SYNTHETIC","Ir. Nanda Situmorang","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00424","SANCTIONS_SYNTHETIC","Gita Wijaya","Gite Wijaya","","MY","ID","","Synthetic record; not derived from any real list."
"WL-00425","PEP_SYNTHETIC","H. Wahyu Pratama","H. Wehyu Pratama","1982-11-06","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00426","PEP_SYNTHETIC","H. Bagus Hidayat","H. Begus Hidayat","1994-12-17","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00427","SANCTIONS_SYNTHETIC","Ir. Mega Indah Wijaya","Ir. Mege Indah Wijaya","1956-04-01","ID","ID","","Synthetic record; not derived from any real list."
"WL-00428","PEP_SYNTHETIC","Gita Kartika Maulana","Gite Kartika Maulana","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00429","PEP_SYNTHETIC","Tono Simatupang","Tono Simetupang","1991-11-18","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00430","SANCTIONS_SYNTHETIC","Hj. Mega Anggraini","","1986-09-28","ID","ID","","Synthetic record; not derived from any real list."
"WL-00431","PEP_SYNTHETIC","Drs. Adi Maulana","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00432","PEP_SYNTHETIC","Indah Dewi Nugroho","Indeh Dewi Nugroho","","NL","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00433","PEP_SYNTHETIC","H. Bayu Hartono","","1972-02-23","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00434","PEP_SYNTHETIC","Joko Wahyu Setiawan","","1995-01-13","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00435","PEP_SYNTHETIC","Tono Lubis","","1954-12-06","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00436","PEP_SYNTHETIC","Rahmat Joko Setiawan","Rehmat Joko Setiawan","1974-05-24","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00437","SANCTIONS_SYNTHETIC","Joko Situmorang","","1987-10-21","ID","ID","","Synthetic record; not derived from any real list."
"WL-00438","PEP_SYNTHETIC","Dra. Dewi Maulana","Dre. Dewi Maulana","1987-04-27","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00439","PEP_SYNTHETIC","Ir. Zahra Vina Setiawan","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00440","PEP_SYNTHETIC","H. Bayu Rahmat Halim","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00441","PEP_SYNTHETIC","Kartika Ramadhan","","1980-03-19","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00442","PEP_SYNTHETIC","H. Yuda Kusuma","","1956-11-05","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00443","PEP_SYNTHETIC","Citra Kusuma","","1989-01-03","MY","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00444","PEP_SYNTHETIC","Adi Permana","Adi Permena","1992-01-03","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00445","PEP_SYNTHETIC","Oki Joko Santoso","","1973-06-04","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00446","PEP_SYNTHETIC","Yuda Permana","","1968-01-19","KR","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00447","PEP_SYNTHETIC","Gilang Hidayat","","1964-11-11","SG","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00448","PEP_SYNTHETIC","Hj. Dewi Setiawan","","1952-12-05","JP","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00449","SANCTIONS_SYNTHETIC","H. Nanda Ramadhan","H. Nenda Ramadhan","1969-01-18","HK","ID","","Synthetic record; not derived from any real list."
"WL-00450","PEP_SYNTHETIC","Gita Lubis","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00451","PEP_SYNTHETIC","Wulan Gunawan","","1982-06-15","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00452","PEP_SYNTHETIC","Ir. Dewi Lubis","","1962-11-01","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00453","PEP_SYNTHETIC","Dian Santoso","","1995-05-22","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00454","SANCTIONS_SYNTHETIC","Hadi Hidayat","","1969-10-04","ID","ID","","Synthetic record; not derived from any real list."
"WL-00455","PEP_SYNTHETIC","Zahra Siregar","Zehra Siregar","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00456","PEP_SYNTHETIC","Putri Setiawan","Putri Setiewan","1972-12-20","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00457","PEP_SYNTHETIC","Gilang Joko Situmorang","Gileng Joko Situmorang","1965-12-09","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00458","SANCTIONS_SYNTHETIC","Drs. Iwan Cahya Santoso","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00459","SANCTIONS_SYNTHETIC","H. Rahmat Kusuma","","","AE","ID","","Synthetic record; not derived from any real list."
"WL-00460","PEP_SYNTHETIC","Citra Ramadhan","Citre Ramadhan","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00461","PEP_SYNTHETIC","Oki Adi Situmorang","","1990-03-11","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00462","PEP_SYNTHETIC","Putri Wijaya","","1978-08-12","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00463","PEP_SYNTHETIC","Hj. Putri Wulan Gunawan","Hj. Putri Wulen Gunawan","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00464","SANCTIONS_SYNTHETIC","Ir. Bayu Anggraini","Ir. Beyu Anggraini","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00465","SANCTIONS_SYNTHETIC","Cahya Pratama","","1992-03-20","ID","ID","","Synthetic record; not derived from any real list."
"WL-00466","PEP_SYNTHETIC","Wulan Saputra","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00467","SANCTIONS_SYNTHETIC","Anggun Ayu Situmorang","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00468","PEP_SYNTHETIC","H. Gilang Setiawan","H. Gileng Setiawan","1954-07-03","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00469","PEP_SYNTHETIC","Ir. Joko Maulana","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00470","PEP_SYNTHETIC","Drs. Bagus Wijaya","","1988-10-27","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00471","INTERNAL_WATCH","Ir. Wahyu Situmorang","Ir. Wehyu Situmorang","1994-11-15","ID","ID","","Synthetic record; not derived from any real list."
"WL-00472","PEP_SYNTHETIC","Wulan Wijaya","","1962-03-15","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00473","SANCTIONS_SYNTHETIC","Ir. Sari Siti Siregar","Ir. Seri Siti Siregar","1985-11-28","ID","ID","","Synthetic record; not derived from any real list."
"WL-00474","INTERNAL_WATCH","H. Gilang Hidayat","","1957-03-04","ID","ID","","Synthetic record; not derived from any real list."
"WL-00475","PEP_SYNTHETIC","Eka Permana","","1983-05-25","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00476","PEP_SYNTHETIC","Dian Rahmat Simatupang","","1954-07-08","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00477","PEP_SYNTHETIC","Tono Lubis","","1989-10-01","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00478","PEP_SYNTHETIC","Sari Zahra Saputra","","1990-10-01","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00479","PEP_SYNTHETIC","Sari Anggraini","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00480","SANCTIONS_SYNTHETIC","Bayu Hartono","Beyu Hartono","1969-06-22","AU","ID","","Synthetic record; not derived from any real list."
"WL-00481","SANCTIONS_SYNTHETIC","Kartika Anggraini","Kertika Anggraini","1976-07-19","SG","ID","","Synthetic record; not derived from any real list."
"WL-00482","PEP_SYNTHETIC","Bagus Dian Setiawan","","1966-11-20","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00483","PEP_SYNTHETIC","Rahmat Eka Gunawan","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00484","PEP_SYNTHETIC","H. Hadi Bagus Hartono","","1989-02-19","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00485","PEP_SYNTHETIC","Ir. Siti Situmorang","Ir. Siti Situmoreng","1983-12-17","KR","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00486","SANCTIONS_SYNTHETIC","Adi Kusuma","Adi Kusume","1998-10-08","ID","ID","","Synthetic record; not derived from any real list."
"WL-00487","PEP_SYNTHETIC","Tono Pratama","","1978-05-18","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00488","PEP_SYNTHETIC","Hj. Zahra Pratama","","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00489","PEP_SYNTHETIC","Ir. Rina Ramadhan","","1976-01-12","HK","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00490","PEP_SYNTHETIC","Dra. Ayu Setiawan","","1987-05-05","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00491","INTERNAL_WATCH","H. Rahmat Joko Lubis","H. Rehmat Joko Lubis","1971-08-26","ID","ID","","Synthetic record; not derived from any real list."
"WL-00492","PEP_SYNTHETIC","Bayu Nanda Halim","","1994-08-10","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00493","PEP_SYNTHETIC","H. Wahyu Santoso","","1953-10-16","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00494","INTERNAL_WATCH","Ir. Tono Iwan Situmorang","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00495","PEP_SYNTHETIC","Hj. Zahra Setiawan","Hj. Zehra Setiawan","1993-06-17","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00496","SANCTIONS_SYNTHETIC","Ir. Vina Halim","","1993-10-06","ID","ID","","Synthetic record; not derived from any real list."
"WL-00497","PEP_SYNTHETIC","Fajar Situmorang","Fejar Situmorang","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00498","PEP_SYNTHETIC","Wulan Zahra Suryadi","","","JP","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00499","PEP_SYNTHETIC","Adi Saputra","Adi Seputra","1980-03-03","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00500","PEP_SYNTHETIC","Dra. Ayu Maulana","","1992-06-24","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00501","PEP_SYNTHETIC","H. Bagus Oki Permana","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00502","PEP_SYNTHETIC","Ir. Yuda Hidayat","Ir. Yude Hidayat","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00503","SANCTIONS_SYNTHETIC","Ir. Putri Setiawan","Ir. Putri Setiewan","1983-02-27","ID","ID","","Synthetic record; not derived from any real list."
"WL-00504","PEP_SYNTHETIC","Hj. Wulan Maulana","","1983-02-18","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00505","SANCTIONS_SYNTHETIC","Vina Kartika Setiawan","Vine Kartika Setiawan","1993-12-06","NL","ID","","Synthetic record; not derived from any real list."
"WL-00506","PEP_SYNTHETIC","Nanda Halim","","1950-08-14","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00507","PEP_SYNTHETIC","Lestari Halim","","1975-07-06","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00508","SANCTIONS_SYNTHETIC","Umi Nugroho","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00509","SANCTIONS_SYNTHETIC","Wahyu Nugroho","","1984-02-17","ID","ID","","Synthetic record; not derived from any real list."
"WL-00510","PEP_SYNTHETIC","Ir. Kartika Suryadi","Ir. Kertika Suryadi","1951-03-27","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00511","PEP_SYNTHETIC","Ir. Citra Kusuma","Ir. Citre Kusuma","1954-02-21","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00512","PEP_SYNTHETIC","Bagus Iwan Simatupang","","1994-01-18","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00513","PEP_SYNTHETIC","Fajar Permana","","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00514","PEP_SYNTHETIC","Hadi Santoso","Hedi Santoso","1968-10-20","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00515","PEP_SYNTHETIC","Citra Wijaya","","1993-12-25","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00516","INTERNAL_WATCH","Ir. Nanda Eka Gunawan","Ir. Nenda Eka Gunawan","1982-10-04","ID","ID","","Synthetic record; not derived from any real list."
"WL-00517","PEP_SYNTHETIC","Vina Permana","Vine Permana","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00518","SANCTIONS_SYNTHETIC","Ir. Rina Ramadhan","","1967-11-15","ID","ID","","Synthetic record; not derived from any real list."
"WL-00519","PEP_SYNTHETIC","Ayu Citra Gunawan","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00520","PEP_SYNTHETIC","Joko Wahyu Saputra","Joko Wehyu Saputra","1987-09-17","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00521","PEP_SYNTHETIC","Gita Gunawan","","1971-04-05","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00522","PEP_SYNTHETIC","Ir. Vina Santoso","","1961-12-24","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00523","SANCTIONS_SYNTHETIC","Gita Sari Nugroho","Gite Sari Nugroho","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00524","INTERNAL_WATCH","Bayu Santoso","","1957-09-18","JP","ID","","Synthetic record; not derived from any real list."
"WL-00525","PEP_SYNTHETIC","Hj. Ayu Anggraini","","1988-11-20","NL","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00526","PEP_SYNTHETIC","Putri Setiawan","","1976-02-05","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00527","SANCTIONS_SYNTHETIC","Adi Bagus Situmorang","Adi Begus Situmorang","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00528","PEP_SYNTHETIC","Dewi Hartono","","1991-11-14","US","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00529","SANCTIONS_SYNTHETIC","Putri Situmorang","","1967-11-05","ID","ID","","Synthetic record; not derived from any real list."
"WL-00530","INTERNAL_WATCH","Dra. Vina Anggraini","","1987-02-28","AE","ID","","Synthetic record; not derived from any real list."
"WL-00531","SANCTIONS_SYNTHETIC","Zahra Nugroho","","","HK","ID","","Synthetic record; not derived from any real list."
"WL-00532","SANCTIONS_SYNTHETIC","H. Fajar Hidayat","","1972-08-08","ID","ID","","Synthetic record; not derived from any real list."
"WL-00533","PEP_SYNTHETIC","Rina Halim","","1975-02-15","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00534","SANCTIONS_SYNTHETIC","Dra. Anggun Gunawan","","1997-03-23","ID","ID","","Synthetic record; not derived from any real list."
"WL-00535","INTERNAL_WATCH","Drs. Tono Joko Suryadi","Drs. Tono Joko Suryedi","1995-04-28","ID","ID","","Synthetic record; not derived from any real list."
"WL-00536","PEP_SYNTHETIC","Ir. Anggun Santoso","Ir. Anggun Sentoso","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00537","SANCTIONS_SYNTHETIC","Indah Pratama","","1988-08-18","ID","ID","","Synthetic record; not derived from any real list."
"WL-00538","PEP_SYNTHETIC","Adi Simatupang","","1962-12-21","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00539","SANCTIONS_SYNTHETIC","Tono Hartono","","1959-10-10","SA","ID","","Synthetic record; not derived from any real list."
"WL-00540","SANCTIONS_SYNTHETIC","Bagus Saputra","Begus Saputra","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00541","SANCTIONS_SYNTHETIC","Wulan Dewi Kusuma","","1953-01-12","JP","ID","","Synthetic record; not derived from any real list."
"WL-00542","PEP_SYNTHETIC","Lestari Suryadi","Lesteri Suryadi","1961-02-06","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00543","SANCTIONS_SYNTHETIC","Hj. Dewi Simatupang","","","KR","ID","","Synthetic record; not derived from any real list."
"WL-00544","SANCTIONS_SYNTHETIC","Hj. Dewi Gunawan","Hj. Dewi Gunewan","1984-03-25","ID","ID","","Synthetic record; not derived from any real list."
"WL-00545","SANCTIONS_SYNTHETIC","H. Tono Santoso","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00546","PEP_SYNTHETIC","Dra. Siti Hartono","Dre. Siti Hartono","1998-09-14","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00547","PEP_SYNTHETIC","Umi Lubis","Umi Lubis","1954-04-18","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00548","PEP_SYNTHETIC","Cahya Wijaya","","1997-09-10","US","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00549","SANCTIONS_SYNTHETIC","Drs. Wahyu Pratama","Drs. Wehyu Pratama","1961-09-07","ID","ID","","Synthetic record; not derived from any real list."
"WL-00550","SANCTIONS_SYNTHETIC","Ir. Anggun Indah Gunawan","Ir. Anggun Indeh Gunawan","1976-08-25","ID","ID","","Synthetic record; not derived from any real list."
"WL-00551","SANCTIONS_SYNTHETIC","Hadi Setiawan","","1976-05-10","ID","ID","","Synthetic record; not derived from any real list."
"WL-00552","PEP_SYNTHETIC","Ir. Nanda Pratama","Ir. Nenda Pratama","1997-03-20","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00553","PEP_SYNTHETIC","Adi Ramadhan","Adi Remadhan","1960-04-03","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00554","PEP_SYNTHETIC","Hadi Permana","","1991-06-14","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00555","PEP_SYNTHETIC","Fajar Suryadi","Fejar Suryadi","1996-01-11","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00556","PEP_SYNTHETIC","Umi Umi Gunawan","","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00557","PEP_SYNTHETIC","Drs. Joko Iwan Maulana","Drs. Joko Iwen Maulana","1978-10-28","US","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00558","PEP_SYNTHETIC","Drs. Yuda Anggraini","","1986-04-20","KR","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00559","SANCTIONS_SYNTHETIC","Dra. Wulan Santoso","","1980-06-11","ID","ID","","Synthetic record; not derived from any real list."
"WL-00560","PEP_SYNTHETIC","Ir. Rina Wijaya","Ir. Rine Wijaya","1972-11-18","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00561","PEP_SYNTHETIC","Dra. Siti Maulana","Dre. Siti Maulana","1960-06-08","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00562","SANCTIONS_SYNTHETIC","Lestari Hartono","Lesteri Hartono","1963-10-18","MY","ID","","Synthetic record; not derived from any real list."
"WL-00563","PEP_SYNTHETIC","Cahya Santoso","Cehya Santoso","1975-04-04","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00564","SANCTIONS_SYNTHETIC","Indah Permana","","1974-10-28","ID","ID","","Synthetic record; not derived from any real list."
"WL-00565","PEP_SYNTHETIC","Citra Santoso","","1964-09-03","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00566","PEP_SYNTHETIC","Hj. Ayu Simatupang","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00567","INTERNAL_WATCH","Dra. Zahra Permana","Dre. Zahra Permana","1961-05-01","ID","ID","","Synthetic record; not derived from any real list."
